id,ChapterName,label,expected_final_answer,predicted_final_answer
18,ভেক্টর,1,$\frac{\pi}{3}$,$\underline{a}$ এবং $\underline{b}$ এর মধ্যবর্তী কোণ $\frac{\pi}{3}$।
19,ভেক্টর,1,$\frac{3\sqrt{3}}{2}$ বর্গ একক,$\frac{3\sqrt{3}}{2}$
20,ভেক্টর,0,"$\vec{W}=-\frac{45}{29}\hat{i}+\frac{3}{29}\hat{j}+\frac{34}{29}\hat{k}$, $\frac{110}{\sqrt{3190}}$","[
\frac{4\sqrt{116}}{29}
\]"
21,ভেক্টর,1,$\sqrt{299}$,$\sqrt{299}$
24,ভেক্টর,1,$a=5$,5
25,ভেক্টর,0,"$|\overrightarrow{AB}|=\sqrt{76}$, $\hat{a}=\frac{2\hat{i}-6\hat{j}+6\hat{k}}{\sqrt{76}}$",$\overrightarrow{AB}$ ভেক্টরের মান $2\sqrt{19}$।
26,ভেক্টর,1,$\frac{1}{2}\sqrt{107}$,"[
\frac{1}{2} \sqrt{107}
\]"
27,ভেক্টর,1,$\theta=\cos^{-1}\left(\frac{2}{3}\right)$,"[
\theta = \cos^{-1}\left(\frac{2}{3}\right)
\]"
28,ভেক্টর,0,$\pm\frac{1}{3}(2\hat{i}+\hat{j}-2\hat{k})$,"[
\left(\frac{2}{3}, \frac{1}{3}, \frac{-2}{3}\right)
\]"
29,ভেক্টর,0,$\frac{\sqrt{3}+1}{4}$,"[
\frac{3 + \sqrt{3}}{16}\hat{i} + \frac{3\sqrt{3} + 3}{16}\hat{j} - \frac{2\sqrt{3} + 2}{16}\hat{k}
\]"
30,ভেক্টর,1,সমকোণী ত্রিভুজ গঠন করা সম্ভব।,", এই ভেক্টরগুলো দ্বারা একটি সমকোণী ত্রিভুজ তৈরি করা সম্ভব।"
31,ভেক্টর,0,"$a=1, b=1$",$a = -1$ এবং $b = -\frac{1}{2}$
32,ভেক্টর,0,$2\sqrt{61}$,"[
12\hat{i} + 6\hat{j} - 8\hat{k}
\]"
33,সরলরেখা,1,$k=\pm5$,(k = 5\)
34,সরলরেখা,0,"$5+20\sqrt{3}$ বর্গ একক, $20\sqrt{3}-5$ বর্গ একক",10
35,সরলরেখা,1,"$a=-5, b=-4$; $3x+6y+1=0$","$a = -5$, $b = -4$
$AB$ সরলরেখার সমীকরণ: $3x + 6y + 1 = 0$"
36,সরলরেখা,0,$x-2y+3=0$,$y = \frac{1}{2}x + \frac{3}{2}$
37,সরলরেখা,0,$(y-2)=7(x-1)$ এবং $(y-2)=-\frac{1}{7}(x-1)$,$4x + 3y - 10 = 0$
38,সরলরেখা,0,"$(6,-8)$","$(16, -23)$"
39,সরলরেখা,1,"$\varphi=\sqrt{\frac{3\pm\sqrt{5}}{2}}$ বা, $\varphi=0.618$ (প্রায়) ও $1.618$ (প্রায়)","[
\varphi = \sqrt{\frac{3 + \sqrt{5}}{2}}
\]"
40,সরলরেখা,1,$x+3y-8\pm3\sqrt{10}=0$,$x + 3y - 8 = 3\sqrt{10}$ বা $x + 3y - 8 = -3\sqrt{10}$
42,সরলরেখা,1,$3x-y=1$,$x - y + 1 = 0$
43,সরলরেখা,0,$11x+3y-17=0$,$33x - 56y + 23 = 0$
44,সরলরেখা,0,"$\pm\cot2\alpha$; $\alpha$, $\frac{\pi}{2}-\alpha$","1. দুটি রেখার অন্তর্গত কোণ: $0^\circ$
2. রেখাগুলি $x$ অক্ষের সাথে তৈরি করা দুইটি কোণ: $90^\circ - \alpha$ এবং $90^\circ - \alpha$"
45,সরলরেখা,1,$2$ একক,2
46,সরলরেখা,0,$x+y+2=0$,(x + y + 2 = 0\) এবং \(x - y + \frac{8}{7} = 0\).
47,সরলরেখা,0,$135^{\circ}$,$45^{\circ}$
48,সরলরেখা,0,$\frac{4}{3}$,0
49,সরলরেখা,0,$(b^2+a^2)y-ac=0$,
50,সরলরেখা,0,$7x-24y+359=0$,"$4x - 3y + 23 = 0$ এর পরিবর্তে সঠিক সরলরেখার সমীকরণ হবে $4x - 3y + 23 \pm 6\sqrt{25} = 0$। যেহেতু $\sqrt{25} = 5$, সরলরেখার সমীকরণ হবে $4x - 3y + 23 \pm 30 = 0$। তাই সরলরেখার সমীকরণ হবে $4x - 3y + 53 = 0$ বা $4x - 3y - 7 = 0$।"
51,সরলরেখা,0,"$(8,-5)$ অথবা $(-8,5)$","$(5, -8)$ বা $(-5, 8)$"
52,সরলরেখা,0,$14x-21y-108=0$,$2x - 3y + 18 = 0$
53,সরলরেখা,1,"$(2-\sqrt{3})x+y=10-3\sqrt{3}$, $(2+\sqrt{3})x+y=10+3\sqrt{3}$","1. $y - 4 = (-2 - \sqrt{3})(x - 3)$
2. $y - 4 = (-2 + \sqrt{3})(x - 3)$"
54,সরলরেখা,1,"$y=2x+400$; $1,000$ টাকা",300 একক পণ্য তৈরির ব্যয় 1000 টাকা।
56,সরলরেখা,0,$ABCD$ ট্রাপিজিয়াম নয়।,$ABCD$ একটি ট্রাপিজিয়াম।
57,সরলরেখা,0,$\alpha=30^{\circ}$ অথবা $210^{\circ}$ এবং $p=-\frac{1}{\sqrt{3}}$ অথবা $\frac{1}{\sqrt{3}}$,
58,সরলরেখা,1,$\theta=\tan^{-1}\frac{7}{4}=60.255^{\circ}$,$\theta = \tan^{-1}\left(\frac{7}{4}\right)$
59,সরলরেখা,0,$2x+11y-34=0$,$3x - 2y - 14 = 0$
60,সরলরেখা,0,$12x+18y-129=0$,$2x + 3y - 29 = 0$
61,সরলরেখা,1,$k=\frac{8}{5}$,(k = \frac{8}{5}\)
62,সরলরেখা,1,$3x^2-y^2=0$,"[
\frac{x^2}{3} = y^2
\]"
63,সরলরেখা,1,$5$,5
64,সরলরেখা,1,"$(5,2)$, $4\sqrt{5}$","$(5, 2)$ এবং লম্ব দূরত্ব $4\sqrt{5}$।"
65,সরলরেখা,0,$3x-y=0$,[y = 3x\]
67,সরলরেখা,0,$\sqrt{3}x+y=10$,$y = \frac{1}{\sqrt{3}}x$
68,সরলরেখা,0,$x+y=9$ ও $x-y=1$,
69,সরলরেখা,0,"$(6,5)$","$\left(\frac{11}{2}, \frac{11}{2}\right)$"
70,সরলরেখা,0,$32$ বর্গ একক,3/2
71,বৃত্ত,0,$x^2+y^2-8x+7y-3=0$,$(x-3)^2+(y-2)^2=16$
72,বৃত্ত,0,"$C(0,\pm\sqrt{2}a)$, $x^2+y^2-ax-2a^2=0$","$C$ বিন্দুর স্থানাঙ্ক $(0,0)$ এবং $ABC$ বৃত্তের সমীকরণ $(x-\frac{a}{2})^2 + y^2 = 4a^2$।"
73,বৃত্ত,0,"$x-2y+4=0$, $2x+y+3=0$",
74,বৃত্ত,0,$3x+4y-25=0$,[ y = \frac{4}{3}x \]
75,বৃত্ত,1,$x^2+\left(y-\frac{5}{3}\right)^2=\frac{25}{9}$,"[
x^2 + \left(y-\frac{5}{3}\right)^2 = \frac{25}{9}
\]"
76,বৃত্ত,0,$\frac{\sqrt{6437}}{3}=26.74$ (প্রায়),$ABC$ এর ভরকেন্দ্রের মধ্যবর্তী দূরত্ব হল 2.236।
77,বৃত্ত,1,$(x-3)^2+(y-4)^2=4$ এবং $(x-3)^2+(y-4)^2=64$,"1. $(x-3)^2 + (y-4)^2 = 4$
2. $(x-3)^2 + (y-4)^2 = 64$"
78,বৃত্ত,0,$(x-5)^2+(y\pm\sqrt{21})^2=25$,$(x-3)^2 + (y-2)^2 = 4$ এবং $(x-7)^2 + (y-2)^2 = 4$
79,বৃত্ত,0,$x^2+y^2-4x-2y+4=0$,$$(x-2)^2 + (y-1)^2 = 1$$
80,বৃত্ত,0,"$AB=2\sqrt{5}$, $2\sqrt{5}$ বর্গ একক","[
2\sqrt{5}
\]"
81,বৃত্ত,0,$(x-3)^2+(y-4)^2=4$,"[
(x - 2)^2 + (y - 3)^2 = 1
\]"
82,বৃত্ত,0,$(x-4)^2+(y\pm5)^2=5^2$,$(x-4)^2 + y^2 = 36$
83,বৃত্ত,0,$x-y\pm3\sqrt{2}=0$,$y = x + 6$ এবং $y = x - 6$।
84,বৃত্ত,0,$x-y=0$ ও $x-y+12=0$,$y = x + 6$ এবং $y = -x + 2$।
85,বৃত্ত,1,"$a=3,\frac{77}{9}$",$a$ এর মান হবে \(3\) বা \(\frac{77}{9}\)।
86,বৃত্ত,0,$(x-13)^2+(y-13)^2=13^2$ এবং $(x-5)^2+(y-5)^2=5^2$,$(x - 5)^2 + (y - 5)^2 = 25$
87,বৃত্ত,1,$r=3\sqrt{2}$,$r = 3\sqrt{2}$
88,বৃত্ত,0,$x^2+y^2-8x-10y+1=0$,$(x - 4)^2 + (y - 5)^2 = 2$
89,বৃত্ত,1,$x^2+y^2=2a^2$,$x^2 + y^2 = 2a^2$।
90,বৃত্ত,0,$12x+5y=0$ এবং $5x-12y=0$,"(y = \frac{12}{5}x\)
মূল বিন্দুতে অঙ্কিত স্পর্শকের সমীকরণ: \(12x - 5y = 0\)"
91,বৃত্ত,0,"$c=4$, স্পর্শবিন্দু $=(2,0)$","$c$ এর মান $4$ এবং স্পর্শবিন্দুর স্থানাঙ্ক $(5, 3)$ এবং $(-1, 3)$."
92,বৃত্ত,0,"$x^2+y^2-4x-6y+9=0$, $0$",$(x - 2)^2 + (y - 3)^2 = 4$
93,বৃত্ত,0,"$x+6y-9=0$, $6x-y-17=0$","- স্পর্শকের সমীকরণ: \(y = 6x - 17\)
- অভিলম্বের সমীকরণ: \(y = -\frac{1}{6}x + \frac{3}{2}\)"
94,বৃত্ত,0,"$x^2+y^2-4x+2y+4=0$, $4x+3y=0$",$(x-3)^2 + (y+1)^2 = 10$ এবং অপর স্পর্শকটির সমীকরণ হবে $y = -\frac{3}{2}x$।
95,বিন্যাস ও সমাবেশ,0,$68$ টি,48
96,বিন্যাস ও সমাবেশ,1,$756$,756
97,বিন্যাস ও সমাবেশ,0,"$n=12,\ r=3$",$n = 201$ এবং $r = 65$
98,বিন্যাস ও সমাবেশ,0,$36$,12
99,বিন্যাস ও সমাবেশ,0,$3600$,4320
100,বিন্যাস ও সমাবেশ,0,$18720$,
101,বিন্যাস ও সমাবেশ,0,$4914000$,10079
102,বিন্যাস ও সমাবেশ,0,$3\times\frac{6!}{2!2!}$,"9! / (2! * 2! * 2!) = 90720
প্রথমে ও শেষে একই অক্ষর থাকা বিন্যাসগুলোর সংখ্যা: 3 * (7! / (2! * 2!)) = 1512"
103,বিন্যাস ও সমাবেশ,0,$4315672$,416573
104,বিন্যাস ও সমাবেশ,0,$115$,15.
105,বিন্যাস ও সমাবেশ,0,$155$টি,60
106,বিন্যাস ও সমাবেশ,1,$344$,344
107,বিন্যাস ও সমাবেশ,0,$476$,0
108,বিন্যাস ও সমাবেশ,0,$200$,350
109,বিন্যাস ও সমাবেশ,0,$276$,56
110,বিন্যাস ও সমাবেশ,0,$99$,1
111,বিন্যাস ও সমাবেশ,1,$126126$,126126
112,বিন্যাস ও সমাবেশ,0,"$1260$, $180$, $36$","2520, 60, 72"
113,বিন্যাস ও সমাবেশ,0,"$(i)\ 60$, $(ii)\ 60$",7
114,বিন্যাস ও সমাবেশ,0,"$45360$, $630$",0
115,বৃত্ত,0,"$\theta=1.4^c$, $20.73$ বর্গ সে.মি.","[
\theta = 1.4\ \text{রেডিয়ান},\ \text{অন্তঃস্থিত ক্ষেত্রের ক্ষেত্রফল} \approx 29.12\ cm^2
\]"
116,ত্রিকোণমিতি,1,$2^n+\frac{1}{2^n}$,$\left(\frac{1}{2}\right)^n + 2^n$
117,ত্রিকোণমিতি,0,$\cos(x+y)=\frac{a^2-b^2}{a^2+b^2}$,"[
\cos(x + y) = \frac{a^2 + b^2 - 2}{2}
\]"
118,ত্রিকোণমিতি,0,"$c=\sqrt{6}$, $A=105^\circ$, $B=15^\circ$","$A = 75^\circ$, $B = 45^\circ$, $c = \sqrt{6}$"
120,ত্রিকোণমিতি,0,$3\tan3\theta$,"[
\tan3\theta
\]"
121,ত্রিকোণমিতি,0,$x=\frac{n\pi}{3}\pm\frac{\pi}{12}; \ n\in\mathbb{Z}$,"[
x = \frac{\pi}{4} + n\pi
\]"
122,ত্রিকোণমিতি,0,$6.5$,"[
\frac{15}{2} - \frac{15\sqrt{3}}{4}
\]"
123,ত্রিকোণমিতি,1,$\cos4\theta=\frac{1}{2}\left(x^4+\frac{1}{x^4}\right)$,$\cos4\theta = \frac{x^4 + \frac{1}{x^4}}{2}$
124,ত্রিকোণমিতি,0,$-1$,0
125,ত্রিকোণমিতি,0,এরূপ কোন সমকোণী ত্রিভুজ সম্ভব নয়।,(\theta = \frac{\pi}{2} - \tan^{-1}(2)\)
126,ত্রিকোণমিতি,0,"$x=\frac{\pi}{8}, \frac{\pi}{3}, \frac{3\pi}{8}, \frac{2\pi}{3}, \frac{5\pi}{8}, \frac{7\pi}{8}$",$x = \frac{\pi}{6}$
127,ত্রিকোণমিতি,1,$1$,1
128,ত্রিকোণমিতি,1,$A+B+C=\pi$,"$A$, $B$, এবং $C$ এর মধ্যে সম্পর্ক হল $A + B + C = 180^\circ$."
129,ত্রিকোণমিতি,1,"$A=90^\circ, \ B=30^\circ, \ C=60^\circ$","$A = 90°$, $B = 30°$, $C = 60°$।

এটি একটি উদাহরণ সমাধান। যদি আপনি কোনো বিশেষ কোণের মান দেওয়া থাকে, তাহলে আপনি এই মান ব্যবহার করে অন্য কোণগুলোর মান নির্ণয় করতে পারেন।"
130,ত্রিকোণমিতি,1,"$c=\sqrt{6}, \ B=75^\circ, \ A=45^\circ$","$c = \sqrt{6}$, এবং অন্যান্য দুই কোণের পরিমাণ হল $A = 45^\circ$ এবং $B = 75^\circ$."
131,ত্রিকোণমিতি,0,$\theta=\frac{n\pi}{4}$ অথবা $\theta=\frac{n\pi}{3}+(-1)^n\frac{\pi}{18}$,"$\theta = \frac{\pi}{18} + \frac{2k\pi}{3}$, $\theta = \frac{5\pi}{18} + \frac{2k\pi}{3}$, বা $\theta = \frac{k\pi}{4}$ যেখানে $k$ হল কোনো অমূলক সংখ্যা।"
132,ত্রিকোণমিতি,1,$x=2n\pi+\frac{7\pi}{12}$ এবং $x=2n\pi+\frac{\pi}{12}$,$x = \frac{7\pi}{12} + 2k\pi$ বা $x = \frac{\pi}{12} + 2k\pi$ যেখানে $k$ হল কোনো অর্ধ-পূর্ণসংখ্যা।
134,ফাংশন,0,"ডোমেন $f=(-\infty,2)\cup(3,\infty)$ এবং রেঞ্জ $f=R$","$(-\infty, 2] \cup [3, \infty)$
রেঞ্জ: $(0, \infty)$"
135,ফাংশন,0,"ডোমেন $=\left[-\frac{1}{3},1\right]$; রেঞ্জ $=[0,\pi]$","$(-1, 1]$
রেঞ্জ: $[0, \pi]$"
136,ফাংশন,0,"$(gof^{-1})(x)=x^4+2x^2+3$, $(gof)^{-1}(x)=x-1$","$(gof^{-1})(x) = x^4 + 2x^2 + 3$
$(gof)^{-1}(x) = x^2 - 2x + 2$"
137,ফাংশন,1,$\frac{2+x}{3+2x}$,"[
f(f(f(x))) = \frac{2+x}{3+2x}
\]"
138,ফাংশন,0,$2\pi$,"$(-\infty, \infty)$."
139,ফাংশন,0,"$f^{-1}(x)=\frac{3-x}{x-1}$, ডোমেন $=R-\{1\}$, রেঞ্জ $=R-\{-1\}$","[f^{-1}(x) = \frac{3-x}{x-1}\]

ডোমেন: $(-\infty, 1) \cup (1, \infty)$

রেঞ্জ: $(-\infty, 1) \cup (1, \infty)$"
140,ফাংশন,0,"ডোমেন $=R$, রেঞ্জ $=[3,\infty)$, সর্বনিম্ন মান $=3$, $x$ অক্ষ হতে কর্তিত অংশ $=0$, $y$ অক্ষ হতে কর্তিত অংশ $=7$","- **ডোমেন**: $(-\infty, \infty)$
- **রেঞ্জ**: $[3, \infty)$
- **সর্বনিম্ন মান বিন্দু**: $(2, 3)$
- **সিমেট্রিক লাইন**: $x = 2$
- **$x$ অক্ষ হতে কর্তিত অংশ**: $2$
- **$y$-অক্ষ হতে কর্তিত অংশ**: $3$"
142,ফাংশন,1,"$(gof)(2)=19$, $(fog)(2)=5$",$(gof)(2) = 19$ এবং $(fog)(2) = 5$
144,ফাংশন,1,"রেঞ্জ $=\{7,3,1\}$, ফাংশনটি এক এক নয়","$\{1, 3, 7\}$

এটি একটি এক-এক ফাংশন নয়।"
145,ফাংশন,1,"ডোমেন $=\{1,2,3,4\}$; রেঞ্জ $=\{2,3,4,5\}$","$\{1,2,3,4\}$
রেঞ্জ: $\{2,3,4,5\}$"
147,অন্তরীকরণ,0,$\frac{dy}{dx}=-\frac{y^2+xy+x}{x\{1+(x+y)\ln x\}}$,
148,অন্তরীকরণ,0,$12$,"[
y = c_1e^x + c_2e^{-x}
\]"
149,অন্তরীকরণ,1,$y_2(0)=1$,$y_2(0) = 1$
150,অন্তরীকরণ,1,$0$,$\lim\limits_{x\to0}\frac{e^x+e^{-x}-2}{x} = 0$
151,অন্তরীকরণ,1,$\frac{1}{2}$,"[
\frac{1}{2}
\]"
152,অন্তরীকরণ,0,"$f_{max}=-3$, $f_{min}=-128$",$-3$ যখন $x = 1$ এবং সর্বনিম্ন মান হল $-228$ যখন $x = 6$।
153,অন্তরীকরণ,0,$\frac{dy}{dx}=\frac{2(x+y)\cos(x+y)^2}{1-2(x+y)\cos(x+y)^2}$,"[
2(x+y) \cos((x+y)^2)
\]"
154,অন্তরীকরণ,0,$e^{21}$,
155,অন্তরীকরণ,0,$1$,"[
\frac{dy}{dx} = \frac{2 \cos^3 x}{1 + 6 \sin^2 x + \sin^4 x}
\]"
156,অন্তরীকরণ,0,অস্তিত্বহীন হবে,$-\infty$
158,অন্তরীকরণ,0,$\frac{1}{16}$,0
159,অন্তরীকরণ,0,$\frac{3}{2}$,2
160,অন্তরীকরণ,0,$\frac{dy}{dx}=1-\frac{y}{x(1+\ln x)}$,$\frac{dy}{dx} = \frac{\ln(x) + \frac{1}{x + \ln(x)} - 1}{1 + \ln(x)}$
161,অন্তরীকরণ,1,$\frac{1}{3}$,$\frac{1}{3}$
162,অন্তরীকরণ,1,$15.25^\circ$,"[
\theta = \cos^{-1}\left(\frac{11}{\sqrt{130}}\right)
\]"
163,অন্তরীকরণ,1,$3\cos3x$,$3\cos(3x)$
164,অন্তরীকরণ,0,"$t=3,\frac{1}{2}$; $t=1$; $t=\frac{1}{2}$","$t = \frac{1}{2}$, $t = 3$, এবং $t = \frac{3}{2}$."
165,অন্তরীকরণ,0,"$(0,0)$ এবং $(-2a,0)$","((-a + \sqrt{a^2 - c^2}, c)\) এবং \((-a - \sqrt{a^2 - c^2}, c)\)।"
166,অন্তরীকরণ,0,$\frac{s^3}{2}$,"[
\frac{s^2}{3}
\]"
167,অন্তরীকরণ,0,"$\left(\frac{7}{2}, \sqrt{\frac{7}{2}}\right)$","$(x, y) = \left(\frac{9 - \sqrt{17}}{2}, \sqrt{\frac{9 - \sqrt{17}}{2}}\right)$ বা $(x, y) = \left(\frac{9 + \sqrt{17}}{2}, \sqrt{\frac{9 + \sqrt{17}}{2}}\right)$ যেখানে দূরত্ব ফাংশনের মান নিকটতম হয়।"
168,অন্তরীকরণ,1,$0$,0
169,অন্তরীকরণ,0,$r=5.42cm$ এবং $h=10.84cm$,$\left(\frac{500}{\pi}\right)^{\frac{1}{3}}$ হবে যা চূড়ান্ত ফলাফল।
170,অন্তরীকরণ,1,$k=\frac{1}{2}$,$k = \frac{1}{2}$
171,অন্তরীকরণ,0,$2$,
172,অন্তরীকরণ,0,$\frac{dy}{dx}=\frac{\ln\sin y+y\tan x}{\ln\cos x-x\cot y}$,"[
\frac{dy}{dx} = \frac{x \ln(\sin y) - y \ln(\cos x)}{-(\cos x)^y \cdot \frac{\sin x}{\cos x} - (\sin y)^x \cdot \frac{\cos y}{\sin y}}
\]"
173,অন্তরীকরণ,0,$\frac{1}{2}\cdot\frac{1}{1+x^2}$,"[
\frac{x^3}{(2x^2+2-2\sqrt{1+x^2})\sqrt{1+x^2}}
\]"
174,অন্তরীকরণ,0,"maximum value $=128$, minimum value $=0$",
175,অন্তরীকরণ,0,$2xe^{x^2}+x^{x^2}(2x\ln x+x)$,$2x e^{x^2} + x^{x^2 + 1} (1 + 2 \ln(x))$
176,অন্তরীকরণ,1,$-\frac{1}{b}$,"[
-\frac{1}{b}
\]"
177,অন্তরীকরণ,0,$a=8cm$,[ 8 + \frac{\sqrt{3}}{2} \]
178,অন্তরীকরণ,0,$\frac{(\sqrt{1+x^2}-x)}{[1+(\sqrt{1+x^2}-x)^2][\sqrt{1+x^2}]}$,$\frac{dy}{dx} = -\frac{1}{2 + 2x^2 - 2x\sqrt{1+x^2}} \cdot \left(\frac{x}{\sqrt{1+x^2}} - 1\right)$
179,অন্তরীকরণ,0,$\frac{dy}{dx}=\frac{y}{x}$,
180,অন্তরীকরণ,1,$\cos x$,$\cos x$
181,অন্তরীকরণ,0,$\frac{dy}{dx}=\frac{e^{x+y}-e^x}{e^y-e^{x+y}}$,$dy/dx = 0$ (যখন $y = 0$)
182,অন্তরীকরণ,1,$e$,$e$
183,অন্তরীকরণ,1,$-1$,-1
184,অন্তরীকরণ,0,$\frac{-x}{\sqrt{1-x^2}}$,2
185,অন্তরীকরণ,1,$-8$,-8
186,অন্তরীকরণ,0,$\frac{1}{2}\cdot(\sqrt{x})^{\sqrt{x}-1}\left(\frac{1}{2}\ln x+1\right)$,
187,অন্তরীকরণ,0,$\frac{x-1}{2}$,(-\frac{1}{2}\)
188,অন্তরীকরণ,1,$1$,1
189,অন্তরীকরণ,1,$4$,4
190,অন্তরীকরণ,1,"$\left(1,\frac{7}{3}\right), \left(-1,\frac{5}{3}\right)$","$(1, \frac{7}{3})$ এবং $(-1, \frac{5}{3})$"
191,অন্তরীকরণ,0,"$(0,0), \left(\frac{4a}{3}, \frac{2a}{3}\sqrt[3]{4}\right)$","$(0, 0)$ এবং $\left(\frac{4a}{3}, \frac{4a}{3}\right)$ এই বিন্দুগুলি হল সমস্যার সমাধান।"
192,অন্তরীকরণ,0,$\frac{\sec^2(2\sqrt{x})}{2\sqrt{x}(\tan(2\sqrt{x}))^{\frac{1}{2}}}$,$\frac{dy}{dx} = \frac{\sqrt{\tan2\sqrt{x}}}{x\sin2\sqrt{x}\cos2\sqrt{x}}$
193,অন্তরীকরণ,1,$(\log_a e)\frac{1}{x}$,$\frac{1}{x \ln a}$
194,অন্তরীকরণ,1,$2$,2
195,অন্তরীকরণ,0,"$(3,0)$ ও $\left(\frac{7}{3}, \frac{4}{27}\right)$","$(3, 0)$ এবং $\left(\frac{7}{3}, \frac{1}{27}\right)$"
197,অন্তরীকরণ,1,$\frac{1}{1+x^2}$,$\frac{1}{1 + x^2}$
198,অন্তরীকরণ,1,$2\ln a$,$2\ln a$
199,অন্তরীকরণ,1,$\frac{dy}{dx}=\frac{2x}{10y+\cos y}$,(\frac{dy}{dx} = \frac{2x}{10y + \cos y}\)
200,অন্তরীকরণ,0,"$\left(\frac{3}{2}, -\frac{1}{4}\right)$",
201,অন্তরীকরণ,1,$\frac{1+x^2+\log x}{(\sqrt{1+x^2})^3}$,(\frac{\log x + 1 + x^2}{(1 + x^2)^{3/2}}\)
202,অন্তরীকরণ,0,$\frac{dy}{dx}=0$,$\frac{\pi}{2}$
203,অন্তরীকরণ,1,$\frac{1}{2}$,$\frac{1}{2}$
204,অন্তরীকরণ,0,$k=\frac{1}{7\sqrt{3}}$,$k = \frac{\sqrt{3}}{21}$
205,অন্তরীকরণ,0,$\frac{dy}{dx}=\frac{y}{x}\left\{\frac{y-x\ln(y)}{x-y\ln(x)}\right\}$,"[
\frac{dy}{dx} = \frac{\ln(y) - \frac{y}{x}}{\ln(x) - \frac{x}{y}}
\]"
206,অন্তরীকরণ,0,$\frac{1}{\sqrt{1-x^2}}\left(\frac{\cos^{-1}x}{\sin^{-1}x}-\log(\sin^{-1}x)\right)$,$\log\left(\frac{\pi^2}{16}\right)$
207,অন্তরীকরণ,0,"$(i)\ \frac{dy}{dx}=1+\frac{3}{2(x-1)}-\frac{3}{2(x+1)}$, $(ii)\ \frac{dy}{dx}=\frac{1}{2}$","(i) $y = x + \frac{3}{2}\ln(x-1) - \frac{3}{2}\ln(x+1)$

(ii) $y = \frac{|x|}{2}$"
208,অন্তরীকরণ,1,$\cos y$,$\cos(y)$
209,অন্তরীকরণ,1,$\ln2$,$\ln(2)$
210,অন্তরীকরণ,1,$\frac{dy}{dx}=\frac{y\tan x+\ln(\sin y)}{\ln(\cos x)-x\cot y}$,"[
\frac{dy}{dx} = \frac{y \tan x + \ln(\sin y)}{\ln(\cos x) - x \cot y}
\]"
211,অন্তরীকরণ,1,"$8,-4,8$","- বক্ররেখাটি $x$-অক্ষের সাথে তিনটি ছেদবিন্দু রয়েছে: $(-1, 0)$, $(1, 0)$ এবং $(3, 0)$।
- এই বিন্দুগুলোতে অঙ্কিত স্পর্শকের ঢাল হল: $8$, $-4$ এবং $8$।"
