id,ChapterName,label,expected_final_answer,predicted_final_answer
56,সরলরেখা,0,$ABCD$ ট্রাপিজিয়াম নয়।,হ্যাঁ
57,সরলরেখা,0,$\alpha=30^{\circ}$ অথবা $210^{\circ}$ এবং $p=-\frac{1}{\sqrt{3}}$ অথবা $\frac{1}{\sqrt{3}}$,"$\alpha = 30^\circ, p = -1$"
58,সরলরেখা,1,$\theta=\tan^{-1}\frac{7}{4}=60.255^{\circ}$,$60.26^\circ$
59,সরলরেখা,0,$2x+11y-34=0$,$11x - 2y - 62 = 0$
60,সরলরেখা,0,$12x+18y-129=0$,2x + 3y = 41
61,সরলরেখা,1,$k=\frac{8}{5}$,$\frac{8}{5}$
62,সরলরেখা,0,$3x^2-y^2=0$,x = -2y²
63,সরলরেখা,0,$5$,$5\sqrt{5}$
64,সরলরেখা,1,"$(5,2)$, $4\sqrt{5}$","Padebindu স্থানাঙ্ক: (5, 2)
লম্ব দূরত্ব: $4\sqrt{5}$"
65,সরলরেখা,0,$3x-y=0$,x + 9y = 0
67,সরলরেখা,0,$\sqrt{3}x+y=10$,$y = -\frac{1}{\sqrt{3}}x + \frac{100}{\sqrt{3}}$
68,সরলরেখা,0,$x+y=9$ ও $x-y=1$,"y - 4 = m(x - 5) , যেখানে m হলো ঢাল।"
69,সরলরেখা,1,"$(6,5)$","(6, 5)"
70,সরলরেখা,1,$32$ বর্গ একক,32
71,বৃত্ত,0,$x^2+y^2-8x+7y-3=0$,x^2 + y^2 - 2x + 4y = 0
72,বৃত্ত,0,"$C(0,\pm\sqrt{2}a)$, $x^2+y^2-ax-2a^2=0$","C(0,0)
$x^2 + y^2 = 4a^2$ অথবা $x^2 + y^2 = a^2$ (সমীকরণটি ভুল)"
73,বৃত্ত,0,"$x-2y+4=0$, $2x+y+3=0$","$4x + 2y = 21$
$x - 2y = -4$"
74,বৃত্ত,0,$3x+4y-25=0$,$(3+4x) + (4-4x) = 0$
75,বৃত্ত,1,$x^2+\left(y-\frac{5}{3}\right)^2=\frac{25}{9}$,$x^2 + (y - \frac{5}{3})^2 = \frac{25}{9}$
76,বৃত্ত,0,$\frac{\sqrt{6437}}{3}=26.74$ (প্রায়),0
77,বৃত্ত,0,$(x-3)^2+(y-4)^2=4$ এবং $(x-3)^2+(y-4)^2=64$,"$(x - 3)^2 + (y - 4)^2 = 484, (x - 3)^2 + (y - 4)^2 = 784$"
78,বৃত্ত,0,$(x-5)^2+(y\pm\sqrt{21})^2=25$,$(x-5)^2 + y^2 = 4$
79,বৃত্ত,0,$x^2+y^2-4x-2y+4=0$,$(x-1)^2 + (y - \frac{1}{2})^2 = \frac{1}{4}$
80,বৃত্ত,0,"$AB=2\sqrt{5}$, $2\sqrt{5}$ বর্গ একক",$2\sqrt{5}$
81,বৃত্ত,0,$(x-3)^2+(y-4)^2=4$,$(x-h)^2 + (y-(h+1))^2 = 2h^2 - 8h + 10$
82,বৃত্ত,0,$(x-4)^2+(y\pm5)^2=5^2$,$(x-4)^2 + y^2 = 16$
83,বৃত্ত,0,$x-y\pm3\sqrt{2}=0$,"$y = x, y = -x$"
84,বৃত্ত,0,$x-y=0$ ও $x-y+12=0$,"$x = -2 \pm \sqrt{2}$, $y = 4 \pm \sqrt{14}$"
85,বৃত্ত,0,"$a=3,\frac{77}{9}$",3
86,বৃত্ত,0,$(x-13)^2+(y-13)^2=13^2$ এবং $(x-5)^2+(y-5)^2=5^2$,$(x-5)^2 + (y-5)^2 = 25$
87,বৃত্ত,0,$r=3\sqrt{2}$,$\sqrt{218}$
88,বৃত্ত,1,$x^2+y^2-8x-10y+1=0$,$(x-4)^2 + (y-5)^2 = 40$
89,বৃত্ত,0,$x^2+y^2=2a^2$,সঞ্চারপথটি একটি বৃত্ত হবে যার কেন্দ্র মূলবিন্দু এবং ব্যাসার্ধ $a$।
90,বৃত্ত,0,$12x+5y=0$ এবং $5x-12y=0$,"ব্যাসের সমীকরণ: $12x + 5y = 0$
স্পর্শকের সমীকরণ: $12x + 5y = 0$"
91,বৃত্ত,1,"$c=4$, স্পর্শবিন্দু $=(2,0)$","$c = 4$, স্পর্শবিন্দুর স্থানাঙ্ক $(2, 0)$"
92,বৃত্ত,0,"$x^2+y^2-4x-6y+9=0$, $0$","$(x - 2)^2 + (y - 3)^2 = 9$
$2\sqrt{5}$"
93,বৃত্ত,1,"$x+6y-9=0$, $6x-y-17=0$","স্পর্শকের সমীকরণ: $6x - y - 17 = 0$
অভিলম্বের সমীকরণ: $x + 6y - 9 = 0$"
94,বৃত্ত,0,"$x^2+y^2-4x+2y+4=0$, $4x+3y=0$","$(x-2)^2 + (y-k)^2 = 2k^2 + 2k + 1$
এবং $y = \frac{k+3}{m}x$
যেখানে $h = k+3$ এবং $r^2 = 2k^2 + 2k + 1$"
95,বিন্যাস ও সমাবেশ,1,$68$ টি,68
96,বিন্যাস ও সমাবেশ,1,$756$,756
97,বিন্যাস ও সমাবেশ,0,"$n=12,\ r=3$","n = 26, r = 25"
98,বিন্যাস ও সমাবেশ,1,$36$,36
99,বিন্যাস ও সমাবেশ,1,$3600$,3600
100,বিন্যাস ও সমাবেশ,0,$18720$,"শব্দটির বর্ণগুলোকে বিন্যাস কর যাতে ব্যঞ্জনবর্ণগুলি একসাথে না থাকে। (বিভিন্ন বিন্যাস সম্ভব, নিচে কয়েকটি উদাহরণ দেওয়া হলো)
যেমন: IREDOTC, IERDOTC, ইত্যাদি।"
101,বিন্যাস ও সমাবেশ,0,$4914000$,6720
102,বিন্যাস ও সমাবেশ,0,$3\times\frac{6!}{2!2!}$,90
103,বিন্যাস ও সমাবেশ,0,$4315672$,1440
104,বিন্যাস ও সমাবেশ,0,$115$,২৫
105,বিন্যাস ও সমাবেশ,0,$155$টি,320
106,বিন্যাস ও সমাবেশ,0,$344$,340
107,বিন্যাস ও সমাবেশ,0,$476$,৩
108,বিন্যাস ও সমাবেশ,0,$200$,210
109,বিন্যাস ও সমাবেশ,0,$276$,46
110,বিন্যাস ও সমাবেশ,0,$99$,3
111,বিন্যাস ও সমাবেশ,0,$126126$,756756
112,বিন্যাস ও সমাবেশ,0,"$1260$, $180$, $36$","720
240
720"
113,বিন্যাস ও সমাবেশ,0,"$(i)\ 60$, $(ii)\ 60$",21
114,বিন্যাস ও সমাবেশ,0,"$45360$, $630$","10080
180"
115,বৃত্ত,0,"$\theta=1.4^c$, $20.73$ বর্গ সে.মি.","∠AOB = 108°
অন্তঃস্থিত ক্ষেত্রের ক্ষেত্রফল = 266.605 cm²"
116,ত্রিকোণমিতি,1,$2^n+\frac{1}{2^n}$,$\left(\frac{1}{2}\right)^n + 2^n$
117,ত্রিকোণমিতি,0,$\cos(x+y)=\frac{a^2-b^2}{a^2+b^2}$,$\frac{a^2+b^2-2}{2}$
118,ত্রিকোণমিতি,0,"$c=\sqrt{6}$, $A=105^\circ$, $B=15^\circ$",$c = \sqrt{6}$
120,ত্রিকোণমিতি,0,$3\tan3\theta$,$\frac{3\tan\theta + \sqrt{3} - \tan^3\theta}{1 - 3\tan^2\theta}$
121,ত্রিকোণমিতি,0,$x=\frac{n\pi}{3}\pm\frac{\pi}{12}; \ n\in\mathbb{Z}$,$x = \frac{\pi}{4}$
122,ত্রিকোণমিতি,0,$6.5$,-37.44
123,ত্রিকোণমিতি,0,$\cos4\theta=\frac{1}{2}\left(x^4+\frac{1}{x^4}\right)$,-1
124,ত্রিকোণমিতি,0,$-1$,1
125,ত্রিকোণমিতি,0,এরূপ কোন সমকোণী ত্রিভুজ সম্ভব নয়।,$\theta = \frac{\pi}{2}$
126,ত্রিকোণমিতি,0,"$x=\frac{\pi}{8}, \frac{\pi}{3}, \frac{3\pi}{8}, \frac{2\pi}{3}, \frac{5\pi}{8}, \frac{7\pi}{8}$",No solution
127,ত্রিকোণমিতি,1,$1$,1
128,ত্রিকোণমিতি,0,$A+B+C=\pi$,$A=B=C=60^\circ$
129,ত্রিকোণমিতি,0,"$A=90^\circ, \ B=30^\circ, \ C=60^\circ$","A = 108°, B = 36°, C = 36°"
130,ত্রিকোণমিতি,0,"$c=\sqrt{6}, \ B=75^\circ, \ A=45^\circ$","$a=2$, $b=1+\sqrt{3}$, $c=\sqrt{6}$, $A = \arcsin(\frac{\sqrt{6}}{3}) \approx 50.5^\circ$, $B = \arcsin(\frac{\sqrt{6}+3\sqrt{2}}{6}) \approx 61.8^\circ$, $C=60^\circ$."
131,ত্রিকোণমিতি,1,$\theta=\frac{n\pi}{4}$ অথবা $\theta=\frac{n\pi}{3}+(-1)^n\frac{\pi}{18}$,"$\theta = \frac{n\pi}{4}, \frac{\pi}{18} + \frac{2k\pi}{3}, \frac{5\pi}{18} + \frac{2k\pi}{3}$, যেখানে $n, k$ পূর্ণসংখ্যা।"
132,ত্রিকোণমিতি,0,$x=2n\pi+\frac{7\pi}{12}$ এবং $x=2n\pi+\frac{\pi}{12}$,"$x = 45^\circ + 360^\circ n, 225^\circ + 360^\circ n$"
134,ফাংশন,1,"ডোমেন $f=(-\infty,2)\cup(3,\infty)$ এবং রেঞ্জ $f=R$","ডোমেন: $(-\infty, 2) \cup (3, \infty)$
রেঞ্জ: $(-\infty, \infty)$"
135,ফাংশন,0,"ডোমেন $=\left[-\frac{1}{3},1\right]$; রেঞ্জ $=[0,\pi]$","ডোমেন: $(-\infty, -1) \cup \left(-\frac{1}{3}, 1\right] \cup [1, \infty)$
রেঞ্জ: $[0, \pi]$"
136,ফাংশন,0,"$(gof^{-1})(x)=x^4+2x^2+3$, $(gof)^{-1}(x)=x-1$","$(gof^{-1})(x) = x^4 + 2x^2 + 3$
$(gof)^{-1}(x) = x+1$"
137,ফাংশন,1,$\frac{2+x}{3+2x}$,$\frac{2+x}{3+2x}$
138,ফাংশন,0,$2\pi$,$\pi$
139,ফাংশন,0,"$f^{-1}(x)=\frac{3-x}{x-1}$, ডোমেন $=R-\{1\}$, রেঞ্জ $=R-\{-1\}$","$f^{-1}(x) = \frac{1-x}{1+x}$, ডোমেন: $(-\infty, -1) \cup (-1, \infty)$, রেঞ্জ: $(-\infty, -1) \cup (-1, \infty)$."
140,ফাংশন,1,"ডোমেন $=R$, রেঞ্জ $=[3,\infty)$, সর্বনিম্ন মান $=3$, $x$ অক্ষ হতে কর্তিত অংশ $=0$, $y$ অক্ষ হতে কর্তিত অংশ $=7$","ডোমেন: $(-\infty, \infty)$
রেঞ্জ: $[3, \infty)$
সিমেট্রিক লাইন: $x = 2$
সর্বনিম্ন মান: 3
x অক্ষ ছেদ করে না
y অক্ষের উপর ছেদখাত: (0, 7)
লেখ: একটি উপরমুখী প্যারাবোলা, যার শীর্ষবিন্দু (2, 3) এবং y অক্ষের উপর (0, 7) বিন্দু দিয়ে যায়।"
142,ফাংশন,1,"$(gof)(2)=19$, $(fog)(2)=5$","$(gof)(2) = 19$
$(fog)(2) = 5$"
144,ফাংশন,1,"রেঞ্জ $=\{7,3,1\}$, ফাংশনটি এক এক নয়","$\{1, 3, 7\}$
এক-এক নয়"
145,ফাংশন,1,"ডোমেন $=\{1,2,3,4\}$; রেঞ্জ $=\{2,3,4,5\}$","ডোমেন: $\{1, 2, 3, 4\}$
রেঞ্জ: $\{2, 3, 4, 5\}$"
147,অন্তরীকরণ,0,$\frac{dy}{dx}=-\frac{y^2+xy+x}{x\{1+(x+y)\ln x\}}$,$-\frac{y}{x} x^{-y} - 1$
148,অন্তরীকরণ,0,$12$,15
149,অন্তরীকরণ,1,$y_2(0)=1$,1
150,অন্তরীকরণ,1,$0$,0
151,অন্তরীকরণ,1,$\frac{1}{2}$,$\frac{1}{2}$
152,অন্তরীকরণ,1,"$f_{max}=-3$, $f_{min}=-128$","সর্বোচ্চ মান: -3, সর্বনিম্ন মান: -128"
153,অন্তরীকরণ,0,$\frac{dy}{dx}=\frac{2(x+y)\cos(x+y)^2}{1-2(x+y)\cos(x+y)^2}$,$\sin(2(x+y))$
154,অন্তরীকরণ,1,$e^{21}$,$e^{21}$
155,অন্তরীকরণ,1,$1$,$\frac{\sqrt{(1+t^2)^2 - 4t^2}}{1-t^2}$
156,অন্তরীকরণ,0,অস্তিত্বহীন হবে,0
158,অন্তরীকরণ,0,$\frac{1}{16}$,0
159,অন্তরীকরণ,1,$\frac{3}{2}$,$\frac{3}{2}$
160,অন্তরীকরণ,0,$\frac{dy}{dx}=1-\frac{y}{x(1+\ln x)}$,$\frac{\ln(x) + x \ln(x) + 1}{(1 + \ln(x))^2}$
161,অন্তরীকরণ,1,$\frac{1}{3}$,$\frac{1}{3}$
162,অন্তরীকরণ,0,$15.25^\circ$,43.03°
163,অন্তরীকরণ,1,$3\cos3x$,$3\cos(3x)$
164,অন্তরীকরণ,0,"$t=3,\frac{1}{2}$; $t=1$; $t=\frac{1}{2}$","t = 3, t = 1/2"
165,অন্তরীকরণ,0,"$(0,0)$ এবং $(-2a,0)$","$(0,0)$"
166,অন্তরীকরণ,0,$\frac{s^3}{2}$,0
167,অন্তরীকরণ,0,"$\left(\frac{7}{2}, \sqrt{\frac{7}{2}}\right)$","(0,0)"
168,অন্তরীকরণ,1,$0$,0
169,অন্তরীকরণ,1,$r=5.42cm$ এবং $h=10.84cm$,$r = \sqrt[3]{\frac{500}{\pi}}$ এবং $h = 2\sqrt[3]{\frac{500}{\pi}}$
170,অন্তরীকরণ,1,$k=\frac{1}{2}$,k = 1/2
171,অন্তরীকরণ,1,$2$,2
172,অন্তরীকরণ,1,$\frac{dy}{dx}=\frac{\ln\sin y+y\tan x}{\ln\cos x-x\cot y}$,$\frac{dy}{dx} = \frac{\ln(\sin y) + \frac{y \sin x}{\cos x}}{\ln(\cos x) - \frac{x \cos y}{\sin y}}$
173,অন্তরীকরণ,0,$\frac{1}{2}\cdot\frac{1}{1+x^2}$,$\frac{2x^2 - \sqrt{1+x^2}(1+x^2)}{x^2 + (\sqrt{1+x^2}-1)^2 \sqrt{1+x^2}}$
174,অন্তরীকরণ,1,"maximum value $=128$, minimum value $=0$","বৃহত্তম মান: 128
ক্ষুদ্রতম মান: 0"
175,অন্তরীকরণ,1,$2xe^{x^2}+x^{x^2}(2x\ln x+x)$,$2x e^{x^2} + x^{x^2} (2x \ln(x) + x)$
176,অন্তরীকরণ,1,$-\frac{1}{b}$,$-\frac{1}{b}$
177,অন্তরীকরণ,1,$a=8cm$,8
178,অন্তরীকরণ,1,$\frac{(\sqrt{1+x^2}-x)}{[1+(\sqrt{1+x^2}-x)^2][\sqrt{1+x^2}]}$,$-\frac{\frac{x}{\sqrt{1+x^2}} - 1}{1+(\sqrt{1+x^2}-x)^2}$
179,অন্তরীকরণ,0,$\frac{dy}{dx}=\frac{y}{x}$,$\frac{dy}{dx} = \frac{a(x-y) - (a+b)x}{x(b(x-y) + (a+b)y)}$
180,অন্তরীকরণ,0,$\cos x$,$2\cos(x)$
181,অন্তরীকরণ,0,$\frac{dy}{dx}=\frac{e^{x+y}-e^x}{e^y-e^{x+y}}$,$\frac{dy}{dx} = \frac{1}{e^y} - 1$
182,অন্তরীকরণ,1,$e$,$e$
183,অন্তরীকরণ,1,$-1$,-1
184,অন্তরীকরণ,0,$\frac{-x}{\sqrt{1-x^2}}$,$\frac{dy}{dx} = \frac{-(3-x)}{\sqrt{\frac{1-x}{1+x}}(1+x)^2}$
185,অন্তরীকরণ,1,$-8$,-8
186,অন্তরীকরণ,0,$\frac{1}{2}\cdot(\sqrt{x})^{\sqrt{x}-1}\left(\frac{1}{2}\ln x+1\right)$,$\frac{\ln(x)}{4\sqrt{x}} + \frac{1}{2\sqrt{x}}$
187,অন্তরীকরণ,1,$\frac{x-1}{2}$,$\frac{x-1}{2}$
188,অন্তরীকরণ,1,$1$,1
189,অন্তরীকরণ,1,$4$,4
190,অন্তরীকরণ,1,"$\left(1,\frac{7}{3}\right), \left(-1,\frac{5}{3}\right)$","$(1, \frac{7}{3}), (-1, \frac{5}{3})$"
191,অন্তরীকরণ,1,"$(0,0), \left(\frac{4a}{3}, \frac{2a}{3}\sqrt[3]{4}\right)$","$(0,0), \left(\frac{4a}{3}, \frac{2\sqrt[3]{4}a}{3}\right)$"
192,অন্তরীকরণ,1,$\frac{\sec^2(2\sqrt{x})}{2\sqrt{x}(\tan(2\sqrt{x}))^{\frac{1}{2}}}$,$\frac{dy}{dx} = \frac{e^{\frac{1}{2}\ln(\tan2\sqrt{x})} \sec^2(2\sqrt{x})}{2\sqrt{x}\tan2\sqrt{x}}$
193,অন্তরীকরণ,1,$(\log_a e)\frac{1}{x}$,$\frac{1}{x \ln a}$
194,অন্তরীকরণ,1,$2$,2
195,অন্তরীকরণ,0,"$(3,0)$ ও $\left(\frac{7}{3}, \frac{4}{27}\right)$",x₁ এবং y₁ এর স্থানাঙ্ক নির্ণয় করার জন্য আরও বিস্তারিত গাণিতিক বিশ্লেষণের প্রয়োজন।
197,অন্তরীকরণ,0,$\frac{1}{1+x^2}$,$\frac{b^2 - ab + (ab - b^2 - a^2 + b)x + bx^2}{(b-ax)^2 + (a+bx)^2}$
198,অন্তরীকরণ,1,$2\ln a$,$2 \ln a$
199,অন্তরীকরণ,1,$\frac{dy}{dx}=\frac{2x}{10y+\cos y}$,$\frac{2x}{10y + \cos y}$
200,অন্তরীকরণ,1,"$\left(\frac{3}{2}, -\frac{1}{4}\right)$","$\left(\frac{3}{2}, -\frac{1}{4}\right)$"
201,অন্তরীকরণ,0,$\frac{1+x^2+\log x}{(\sqrt{1+x^2})^3}$,$\frac{(1-x^2)\log x + 2x^2 + 1}{(1+x^2)\sqrt{1+x^2}}$
202,অন্তরীকরণ,0,$\frac{dy}{dx}=0$,$\frac{\pi}{2}$
203,অন্তরীকরণ,1,$\frac{1}{2}$,$\frac{1}{2}$
204,অন্তরীকরণ,1,$k=\frac{1}{7\sqrt{3}}$,$k = \frac{\sqrt{3}}{21}$
205,অন্তরীকরণ,0,$\frac{dy}{dx}=\frac{y}{x}\left\{\frac{y-x\ln(y)}{x-y\ln(x)}\right\}$,$\frac{dy}{dx} = \frac{x^2 - y^2}{xy}$
206,অন্তরীকরণ,1,$\frac{1}{\sqrt{1-x^2}}\left(\frac{\cos^{-1}x}{\sin^{-1}x}-\log(\sin^{-1}x)\right)$,$\frac{\cos^{-1}x}{\sin^{-1}x \sqrt{1-x^2}} - \frac{\log(\sin^{-1}x)}{\sqrt{1-x^2}}$
207,অন্তরীকরণ,1,"$(i)\ \frac{dy}{dx}=1+\frac{3}{2(x-1)}-\frac{3}{2(x+1)}$, $(ii)\ \frac{dy}{dx}=\frac{1}{2}$","(i) $\frac{dy}{dx} = \frac{x^2+2}{x^2-1}$
(ii) $\frac{dy}{dx} = \frac{1}{2}$"
208,অন্তরীকরণ,1,$\cos y$,$\cos y$
209,অন্তরীকরণ,1,$\ln2$,$\ln(2)$
210,অন্তরীকরণ,1,$\frac{dy}{dx}=\frac{y\tan x+\ln(\sin y)}{\ln(\cos x)-x\cot y}$,$\frac{dy}{dx} = \frac{\ln(\sin y) + \frac{y \sin x}{\cos x}}{\ln(\cos x) - \frac{x \cos y}{\sin y}}$
211,অন্তরীকরণ,1,"$8,-4,8$","8, -4, 8"
212,অন্তরীকরণ,1,$\frac{1+x^2}{1-2x}$,(1+x²)/(1-2x)
213,অন্তরীকরণ,1,"ক) $5e^x\left(\frac{1}{x}+\ln x\right)$, খ) $\frac{3}{1+x^2}$","ক) $5 e^x \left(\ln x + \frac{1}{x}\right)$
খ) $\frac{3x^4 + 6x^2 + 3}{(1-3x^2)^2 + (3x-x^3)^2}$"
216,অন্তরীকরণ,0,$\frac{5}{3}x^{\frac{2}{3}}-\frac{4}{3}x^{-\frac{1}{3}}-\frac{1}{3}x^{-\frac{4}{3}}$,-4(x-1)^3 / (9 * x^(1/3))
217,অন্তরীকরণ,1,$(\tan x)^x\left\{\ln(\tan x)+\frac{x}{\sin x\cos x}\right\}+x^{\tan x}\left\{\frac{\tan x}{x}+\ln x.\sec^2x\right\}$,$\frac{dy}{dx} = (\tan x)^x \left( \ln(\tan x) + \frac{x \sec^2 x}{\tan x} \right) + x^{\tan x} \left( \sec^2 x \ln x + \frac{\tan x}{x} \right)$
218,অন্তরীকরণ,1,$\frac{1}{2}$,$\frac{1}{2}$
219,অন্তরীকরণ,1,$0$,0
220,অন্তরীকরণ,0,$\frac{dy}{dx}=-\frac{y}{x}\cdot\frac{y+x\ln y}{x+y\ln x}$,$\frac{dy}{dx} = -\frac{x(y\ln(y) + x)}{y(y + x\ln(x))}$
221,অন্তরীকরণ,0,"$\frac{1}{2}[3^ne^{3x}-r^ne^{3x}\cos(2x+n\theta)]$, $r=\sqrt{13}$, $\theta=\tan^{-1}\frac{2}{3}$",$e^{3x}(7\sin^2x + 6\sin x \cos x + 2\cos^2x)$
222,অন্তরীকরণ,0,$x=e$ এবং লঘুমান $=e$,"লঘিমান মান: $e$
লঘুমান মান: $\frac{e^2}{2}$"
223,অন্তরীকরণ,0,$n\cos x$,$\cos x$
