id,ChapterName,label,expected_final_answer,predicted_final_answer
121,ত্রিকোণমিতি,0,$x=\frac{n\pi}{3}\pm\frac{\pi}{12}; \ n\in\mathbb{Z}$,"**
\[
x = \frac{\pi}{5} + k\pi, \quad k \in \mathbb{Z}
\]"
122,ত্রিকোণমিতি,0,$6.5$,"[
\boxed{6}
\]"
123,ত্রিকোণমিতি,0,$\cos4\theta=\frac{1}{2}\left(x^4+\frac{1}{x^4}\right)$,"[
\boxed{\left(x + \frac{1}{x}\right)^4 - 2\left(x + \frac{1}{x}\right)^2 + 1}
\]"
124,ত্রিকোণমিতি,0,$-1$,1
125,ত্রিকোণমিতি,0,এরূপ কোন সমকোণী ত্রিভুজ সম্ভব নয়।,"**
$\theta = \arcsin\left(\frac{3}{5}\right)$"
126,ত্রিকোণমিতি,0,"$x=\frac{\pi}{8}, \frac{\pi}{3}, \frac{3\pi}{8}, \frac{2\pi}{3}, \frac{5\pi}{8}, \frac{7\pi}{8}$",(\frac{\pi}{3}\)
127,ত্রিকোণমিতি,1,$1$,1
128,ত্রিকোণমিতি,0,$A+B+C=\pi$,(A = B = C = 60^\circ\)
129,ত্রিকোণমিতি,0,"$A=90^\circ, \ B=30^\circ, \ C=60^\circ$",
130,ত্রিকোণমিতি,1,"$c=\sqrt{6}, \ B=75^\circ, \ A=45^\circ$","**
\( a = 2 \), \( b = 1 + \sqrt{3} \), \( c = \sqrt{6} \), \( A = 45^\circ \), \( B = 75^\circ \), \( C = 60^\circ \)"
131,ত্রিকোণমিতি,0,$\theta=\frac{n\pi}{4}$ অথবা $\theta=\frac{n\pi}{3}+(-1)^n\frac{\pi}{18}$,"**
\[
\theta = \frac{n\pi}{4}, \quad \theta = \frac{\pi}{18} + \frac{2n\pi}{3}, \quad \theta = \frac{5\pi}{18} + \frac{2n\pi}{3} \quad (n \in \mathbb{Z})
\]"
132,ত্রিকোণমিতি,1,$x=2n\pi+\frac{7\pi}{12}$ এবং $x=2n\pi+\frac{\pi}{12}$,"[
x = \frac{\pi}{12} + 2\pi n \quad \text{অথবা} \quad x = \frac{7\pi}{12} + 2\pi n \quad (n \in \mathbb{Z})
\]"
134,ফাংশন,0,"ডোমেন $f=(-\infty,2)\cup(3,\infty)$ এবং রেঞ্জ $f=R$","**
D = \((-\infty, 2) \cup (3, \infty)\)
R = \((-\infty, \infty)\)"
135,ফাংশন,0,"ডোমেন $=\left[-\frac{1}{3},1\right]$; রেঞ্জ $=[0,\pi]$","**
D = (-1, 1]
R = [0, π]"
136,ফাংশন,0,"$(gof^{-1})(x)=x^4+2x^2+3$, $(gof)^{-1}(x)=x-1$","**
\[
(gof^{-1})(x) = (x^2 + 1)^2 + 2
\]
\[
\left( (gof^{-1})^{-1} \right)(x) = \pm \sqrt{\sqrt{x - 2} - 1}
\]
\[
(gof)^{-1}(x) = x - 1
\]"
137,ফাংশন,1,$\frac{2+x}{3+2x}$,(\frac{2+x}{3+2x}\)
138,ফাংশন,1,$2\pi$,"**
\(2\pi\)"
139,ফাংশন,0,"$f^{-1}(x)=\frac{3-x}{x-1}$, ডোমেন $=R-\{1\}$, রেঞ্জ $=R-\{-1\}$","**
\[
f^{-1}(x) = \frac{3 - x}{x - 1}, \quad \text{Domain} = \mathbb{R} \setminus \{1, 3\}, \quad \text{Range} = \mathbb{R} \setminus \{-1\}
\]"
140,ফাংশন,0,"ডোমেন $=R$, রেঞ্জ $=[3,\infty)$, সর্বনিম্ন মান $=3$, $x$ অক্ষ হতে কর্তিত অংশ $=0$, $y$ অক্ষ হতে কর্তিত অংশ $=7$","**
ডোমেন: \( (-\infty, \infty) \)
রেঞ্জ: \( [3, \infty) \)
সিমেট্রিক লাইন: \( x = 2 \)
সর্বনিম্ন মান: \( 3 \)
সর্বোচ্চ মান: নেই
\( x \)-অক্ষের কার্তিত অংশ: নেই
\( y \)-অক্ষের কার্তিত অংশ: \( (0, 7) \)"
142,ফাংশন,1,"$(gof)(2)=19$, $(fog)(2)=5$","19, 5"
144,ফাংশন,1,"রেঞ্জ $=\{7,3,1\}$, ফাংশনটি এক এক নয়","**
রেঞ্জ: \(\{1, 3, 7\}\)
এক-এক ফাংশন নয়।"
145,ফাংশন,1,"ডোমেন $=\{1,2,3,4\}$; রেঞ্জ $=\{2,3,4,5\}$","D(f) = {1, 2, ৩, ৪}, R(f) = {2, ৩, ৪, ৫}"
147,অন্তরীকরণ,0,$\frac{dy}{dx}=-\frac{y^2+xy+x}{x\{1+(x+y)\ln x\}}$,"[
\frac{dy}{dx} = \frac{ - \left( \frac{(y + x) y}{x} + 1 \right) }{ 1 + (y + x) \ln x }
\]"
148,অন্তরীকরণ,1,$12$,12
149,অন্তরীকরণ,1,$y_2(0)=1$,"**
1"
150,অন্তরীকরণ,0,$0$,
151,অন্তরীকরণ,1,$\frac{1}{2}$,(\boxed{\dfrac{1}{2}}\)
152,অন্তরীকরণ,0,"$f_{max}=-3$, $f_{min}=-128$","186, সর্বনিম্ন মান: -128"
153,অন্তরীকরণ,0,$\frac{dy}{dx}=\frac{2(x+y)\cos(x+y)^2}{1-2(x+y)\cos(x+y)^2}$,$\frac{x}{2} - \frac{\sin(2(x+y))}{4} + C$
154,অন্তরীকরণ,1,$e^{21}$,(e^{21}\)
155,অন্তরীকরণ,0,$1$,(\frac{4(1 + t^2)}{(1 - t^2)^2}\)
156,অন্তরীকরণ,0,অস্তিত্বহীন হবে,0
158,অন্তরীকরণ,0,$\frac{1}{16}$,"**
\(-\frac{5}{64}\)"
159,অন্তরীকরণ,1,$\frac{3}{2}$,(\frac{3}{2}\)
160,অন্তরীকরণ,0,$\frac{dy}{dx}=1-\frac{y}{x(1+\ln x)}$,"[
\frac{dy}{dx} = 1 - \frac{\ln x}{(1 + \ln x)^2}
\]"
161,অন্তরীকরণ,1,$\frac{1}{3}$,(\boxed{\dfrac{1}{3}}\)
162,অন্তরীকরণ,0,$15.25^\circ$,"**
\(\cos^{-1}\left(\frac{11}{\sqrt{130}}\right)\)"
163,অন্তরীকরণ,1,$3\cos3x$,( 3 \cos(3x) \)
164,অন্তরীকরণ,1,"$t=3,\frac{1}{2}$; $t=1$; $t=\frac{1}{2}$","**
বেগ ও সরণের সংখ্যামান সমান হওয়ার সময়সমূহ: \( t = \frac{1}{2} \), \( t = 1 \), \( t = 3 \)।
সরণ ও বেগের সংখ্যামান সমান হওয়ার সমস্ত সময়ের সংখ্যা: **৩টি**।"
165,অন্তরীকরণ,0,"$(0,0)$ এবং $(-2a,0)$","**
\[
(0, a), (0, -a), (-2a, a), (-2a, -a)
\]"
166,অন্তরীকরণ,1,$\frac{s^3}{2}$,(\frac{s^3}{2}\)
167,অন্তরীকরণ,0,"$\left(\frac{7}{2}, \sqrt{\frac{7}{2}}\right)$","**
\((3.5, \sqrt{3.5})\)"
168,অন্তরীকরণ,1,$0$,"**
0"
169,অন্তরীকরণ,0,$r=5.42cm$ এবং $h=10.84cm$,"**
ব্যাসার্ধ \( r = \left( \frac{500}{\pi} \right)^{1/3} \) সে.মি. এবং উচ্চতা \( h = 2 \cdot \left( \frac{500}{\pi} \right)^{1/3} \) সে.মি.।"
170,অন্তরীকরণ,1,$k=\frac{1}{2}$,(\frac{1}{2}\)
171,অন্তরীকরণ,1,$2$,2
172,অন্তরীকরণ,0,$\frac{dy}{dx}=\frac{\ln\sin y+y\tan x}{\ln\cos x-x\cot y}$,"[
\frac{dy}{dx} = -1
\]"
173,অন্তরীকরণ,0,$\frac{1}{2}\cdot\frac{1}{1+x^2}$,(\frac{1}{2x}\)
174,অন্তরীকরণ,0,"maximum value $=128$, minimum value $=0$","**
বৃহত্তম মান: **১০৮**, ক্ষুদ্রতম মান: **-১৯৬**"
175,অন্তরীকরণ,1,$2xe^{x^2}+x^{x^2}(2x\ln x+x)$,"[
2x e^{x^2} + x^{x^2} (x + 2x \ln x)
\]"
176,অন্তরীকরণ,1,$-\frac{1}{b}$,(-\dfrac{1}{b}\)
177,অন্তরীকরণ,1,$a=8cm$,"**
8 সে.মি."
178,অন্তরীকরণ,0,$\frac{(\sqrt{1+x^2}-x)}{[1+(\sqrt{1+x^2}-x)^2][\sqrt{1+x^2}]}$,"[
\frac{dy}{dx} = -\frac{x - \sqrt{1 + x^2}}{2\sqrt{1 + x^2}\left(1 + x^2 - x\sqrt{1 + x^2}\right)}
\]"
179,অন্তরীকরণ,0,$\frac{dy}{dx}=\frac{y}{x}$,"[
\frac{dy}{dx} = \frac{a y}{(x - y)(a + b)}
\]"
180,অন্তরীকরণ,1,$\cos x$,(\cos x\)
181,অন্তরীকরণ,0,$\frac{dy}{dx}=\frac{e^{x+y}-e^x}{e^y-e^{x+y}}$,(\frac{e^x(1 - e^y)}{e^y(e^x - 1)}\)
182,অন্তরীকরণ,1,$e$,(e\)
183,অন্তরীকরণ,1,$-1$,-1
184,অন্তরীকরণ,1,$\frac{-x}{\sqrt{1-x^2}}$,"**
\[
-\frac{x}{\sqrt{1-x^2}}
\]"
185,অন্তরীকরণ,1,$-8$,-8
186,অন্তরীকরণ,0,$\frac{1}{2}\cdot(\sqrt{x})^{\sqrt{x}-1}\left(\frac{1}{2}\ln x+1\right)$,"[
\frac{x^{x/2}}{2} (\ln x + 1)
\]"
187,অন্তরীকরণ,0,$\frac{x-1}{2}$,(-\frac{1-x}{2}\)
188,অন্তরীকরণ,1,$1$,1
189,অন্তরীকরণ,1,$4$,4
190,অন্তরীকরণ,1,"$\left(1,\frac{7}{3}\right), \left(-1,\frac{5}{3}\right)$","**
\( (1, \frac{7}{3}) \) এবং \( (-1, \frac{5}{3}) \)"
191,অন্তরীকরণ,0,"$(0,0), \left(\frac{4a}{3}, \frac{2a}{3}\sqrt[3]{4}\right)$","**
\(\left(\frac{4a}{3}, \frac{2\sqrt[3]{2}a}{3}\right)\)"
192,অন্তরীকরণ,0,$\frac{\sec^2(2\sqrt{x})}{2\sqrt{x}(\tan(2\sqrt{x}))^{\frac{1}{2}}}$,"**
\[
\frac{dy}{dx} = \frac{\sec^2(2\sqrt{x})}{\sqrt{x}}
\]"
193,অন্তরীকরণ,0,$(\log_a e)\frac{1}{x}$,(\frac{1}{x \ln a}\)
194,অন্তরীকরণ,1,$2$,2
195,অন্তরীকরণ,1,"$(3,0)$ ও $\left(\frac{7}{3}, \frac{4}{27}\right)$","**
\( (3, 0) \) এবং \( \left(\frac{7}{3}, \frac{4}{27}\right) \)"
197,অন্তরীকরণ,0,$\frac{1}{1+x^2}$,"**
\[
\tan^{-1}\left(\frac{a}{b}\right) + \tan^{-1}(x)
\]"
198,অন্তরীকরণ,1,$2\ln a$,( 2 \ln a \)
199,অন্তরীকরণ,1,$\frac{dy}{dx}=\frac{2x}{10y+\cos y}$,(\frac{2x}{10y + \cos y}\)
200,অন্তরীকরণ,1,"$\left(\frac{3}{2}, -\frac{1}{4}\right)$","(\left(\frac{3}{2}, -\frac{1}{4}\right)\)"
201,অন্তরীকরণ,0,$\frac{1+x^2+\log x}{(\sqrt{1+x^2})^3}$,"[
\frac{\log x + 1 + x^2}{x \log x (1 + x^2)}
\]"
202,অন্তরীকরণ,0,$\frac{dy}{dx}=0$,(\frac{\pi}{2}\)
203,অন্তরীকরণ,1,$\frac{1}{2}$,$\frac{1}{2}$
204,অন্তরীকরণ,0,$k=\frac{1}{7\sqrt{3}}$,"**
\(\frac{\sqrt{3}}{21}\)"
205,অন্তরীকরণ,0,$\frac{dy}{dx}=\frac{y}{x}\left\{\frac{y-x\ln(y)}{x-y\ln(x)}\right\}$,"[
\frac{dy}{dx} = \frac{y \ln y}{y - x}
\]"
206,অন্তরীকরণ,0,$\frac{1}{\sqrt{1-x^2}}\left(\frac{\cos^{-1}x}{\sin^{-1}x}-\log(\sin^{-1}x)\right)$,$\left(\frac{\pi}{2} - \frac{\sin^{-1}x}{2}\right) \sin^{-1}x \log(\sin^{-1}x) - \frac{(\sin^{-1}x)^2}{4} + C$
207,অন্তরীকরণ,0,"$(i)\ \frac{dy}{dx}=1+\frac{3}{2(x-1)}-\frac{3}{2(x+1)}$, $(ii)\ \frac{dy}{dx}=\frac{1}{2}$","**
\[
\boxed{\frac{dy}{dx} = \frac{1}{2}}
\]"
