id,ChapterName,label,expected_final_answer,predicted_final_answer
15,ভেক্টর,0,$\pm\frac{2\hat{i}-\hat{j}-\hat{k}}{\sqrt{6}}$,$\boxed{\frac{1}{3}(\hat{i} + \hat{j} + \hat{k})}$।
16,ভেক্টর,0,$\theta=150^{\circ}$,60}
17,ভেক্টর,0,"$\frac{x}{a}=\frac{y}{b}=\frac{z}{c}$ যেখানে $a\ne0,\ b\ne0,\ c\ne0$",1}{i}-j+2k}
18,ভেক্টর,0,$\frac{\pi}{3}$,2}
19,ভেক্টর,0,$\frac{3\sqrt{3}}{2}$ বর্গ একক,1}{2}\sqrt{14}
20,ভেক্টর,0,"$\vec{W}=-\frac{45}{29}\hat{i}+\frac{3}{29}\hat{j}+\frac{34}{29}\hat{k}$, $\frac{110}{\sqrt{3190}}$",10}{29}\হ্যাটি - \frac{20}{29}\হ্যাটি + \frac{15}{29}\কেকে
21,ভেক্টর,0,$\sqrt{299}$,30}}{10}}}
24,ভেক্টর,0,$a=5$,-3}
25,ভেক্টর,0,"$|\overrightarrow{AB}|=\sqrt{76}$, $\hat{a}=\frac{2\hat{i}-6\hat{j}+6\hat{k}}{\sqrt{76}}$",2\sqrt{19}।
26,ভেক্টর,0,$\frac{1}{2}\sqrt{107}$,(22)}{12}
27,ভেক্টর,0,$\theta=\cos^{-1}\left(\frac{2}{3}\right)$,1}{3}\pi রাডিয়ান
28,ভেক্টর,0,$\pm\frac{1}{3}(2\hat{i}+\hat{j}-2\hat{k})$,"1: প্রথমে, আমাদের পয়েন্ট P এবং Q-এর মধ্যে ভেক্টর খুঁজে বের করতে হবে।
ধাপ 2: ভেক্টর PQ = Q - P = (3, 2, -1) - (1, 1, 1) = (2, 1, -2)।
ধাপ 3: এরপর, আমাদের ভেক্টর PQ এর মাত্রা বের করতে হবে।
ধাপ 4: ভেক্টর PQ এর মাত্রা = sqrt(2^2 + 1^2 + (-2)^2) = sqrt(4 + 1 + 4) = sqrt(9) = 3।
ধাপ 5: এখন, আমাদের একক ভেক্টর খুঁজে বের করতে হবে।
ধাপ 6: ভেক্টর PQ এর একক ভেক্টর = PQ / |PQ| = (2/3, 1/3, -2/3)।

ধাপ 7: সুতরাং, একক ভেক্টর হল (2/3, 1/3, -2/3)।

ধাপ 8: এই ভেক্টরটি সঠিক একক ভেক্টর যেহেতু এর মাত্রা 1।

ধাপ 9: এই ভেক্টরটি একটি ভেক্টর যা একটি ভেক্টরের সমান্তরাল।

ধাপ 10: সুতরাং, উত্তর হল (2/3, 1/3, -2/3)।"
29,ভেক্টর,0,$\frac{\sqrt{3}+1}{4}$,$\frac{\sqrt{3}}{8}\hat{i}+\frac{3}{8}\hat{j}-\frac{1}{4}\hat{k}$
30,ভেক্টর,0,সমকোণী ত্রিভুজ গঠন করা সম্ভব।,
31,ভেক্টর,0,"$a=1, b=1$",
32,ভেক্টর,0,$2\sqrt{61}$,12\hat{i} + 6\hat{j} - 8\hat{k}}
33,সরলরেখা,0,$k=\pm5$,2।
34,সরলরেখা,0,"$5+20\sqrt{3}$ বর্গ একক, $20\sqrt{3}-5$ বর্গ একক",30}}{2}}
35,সরলরেখা,0,"$a=-5, b=-4$; $3x+6y+1=0$",-1}{3}
36,সরলরেখা,0,$x-2y+3=0$,", তাহলে আমরা $y = -\frac{1}{2}x + \frac{3}{2}$ পাব।"
37,সরলরেখা,0,$(y-2)=7(x-1)$ এবং $(y-2)=-\frac{1}{7}(x-1)$,3x - 4y = 9।
38,সরলরেখা,0,"$(6,-8)$","(sqrt(117), 0)}"
39,সরলরেখা,0,"$\varphi=\sqrt{\frac{3\pm\sqrt{5}}{2}}$ বা, $\varphi=0.618$ (প্রায়) ও $1.618$ (প্রায়)",1+\sqrt{3}-\sqrt{2-\sqrt{3}}}{2}
40,সরলরেখা,0,$x+3y-8\pm3\sqrt{10}=0$,", আপনাকে প্রথমে প্রদত্ত রেখার সমীকরণটি পুনরায় সাজাতে হবে যাতে এটি $y$ এর সমান সমান্তরাল হয়। এটি করার জন্য, আপনাকে সমীকরণটিকে পুনরায় সাজাতে হবে যাতে এটি $y$ এর পরিপ্রেক্ষিতে $x$ প্রকাশ করা যায়। সমীকরণটি পুনরায় সাজানোর পরে, আপনাকে সমীকরণটিকে প্রদত্ত রেখার সমীকরণের সাথে সমান্তরাল করতে হবে। সমীকরণটি সমান্তরাল করার পরে, আপনাকে সমীকরণটি প্রদত্ত রেখার সমীকরণ দ্বারা সমান্তরাল একটি রেখার সমীকরণ খুঁজে বের করতে হবে। এটি করার জন্য, আপনাকে সমীকরণটিকে প্রদত্ত রেখার সমীকরণের সাথে সমান্তরাল করতে হবে। সমীকরণটি সমান্তরাল করার পরে, আপনাকে সমান্তরাল রেখার সমীকরণ প্রদান করতে হবে। এই ধাপগুলি অনুসরণ করে, আপনি প্রদত্ত রেখার সমীকরণ দ্বারা সমান্তরাল একটি রেখার সমীকরণ খুঁজে পেতে পারেন।"
42,সরলরেখা,0,$3x-y=1$,=\frac{7}{11}\left(x+\frac{22}{5}\right)।
43,সরলরেখা,0,$11x+3y-17=0$,"= 25/7
y = 13/7"
44,সরলরেখা,0,"$\pm\cot2\alpha$; $\alpha$, $\frac{\pi}{2}-\alpha$",$\alpha$
45,সরলরেখা,0,$2$ একক,18}{5}}
46,সরলরেখা,0,$x+y+2=0$,"-\frac{3}{7}, \frac{3}{7}}"
47,সরলরেখা,0,$135^{\circ}$,90}
48,সরলরেখা,0,$\frac{4}{3}$,1}{2}
49,সরলরেখা,0,$(b^2+a^2)y-ac=0$,
50,সরলরেখা,0,$7x-24y+359=0$,4}{3}x + ফ্র্যাক{23}{3}
51,সরলরেখা,0,"$(8,-5)$ অথবা $(-8,5)$",
52,সরলরেখা,0,$14x-21y-108=0$,$5x + y - 24 = 0$।
53,সরলরেখা,0,"$(2-\sqrt{3})x+y=10-3\sqrt{3}$, $(2+\sqrt{3})x+y=10+3\sqrt{3}$",
54,সরলরেখা,0,"$y=2x+400$; $1,000$ টাকা",$300$ একক পণ্য তৈরি করতে $1300$ টাকা ব্যয় করবে।
56,সরলরেখা,0,$ABCD$ ট্রাপিজিয়াম নয়।,
57,সরলরেখা,0,$\alpha=30^{\circ}$ অথবা $210^{\circ}$ এবং $p=-\frac{1}{\sqrt{3}}$ অথবা $\frac{1}{\sqrt{3}}$,-2-\sqrt{3}}{9}
58,সরলরেখা,0,$\theta=\tan^{-1}\frac{7}{4}=60.255^{\circ}$,-2}{3}
59,সরলরেখা,0,$2x+11y-34=0$,", তাহলে সমীকরণটি হল: $y=2x+3$"
60,সরলরেখা,0,$12x+18y-129=0$,$y=-1.5x+10$।
61,সরলরেখা,1,$k=\frac{8}{5}$,8}{5}
62,সরলরেখা,0,$3x^2-y^2=0$,"(0,0)।"
63,সরলরেখা,0,$5$,
64,সরলরেখা,0,"$(5,2)$, $4\sqrt{5}$",3\sqrt{5}}
65,সরলরেখা,0,$3x-y=0$,"-5}{4}-2, \frac{1}{4}"
67,সরলরেখা,0,$\sqrt{3}x+y=10$,$y = \sqrt{3} x + 50$
68,সরলরেখা,0,$x+y=9$ ও $x-y=1$,"$\left(\frac{75}{77}, \frac{-5260}{385}\right)$, এবং তারা অক্ষের সমীকরণ হল $y = \frac{-9880}{385}x + \frac{9880}{77}$।"
69,সরলরেখা,0,"$(6,5)$","$\boxed{(5, 6)}$"
70,সরলরেখা,0,$32$ বর্গ একক,
71,বৃত্ত,0,$x^2+y^2-8x+7y-3=0$,$x^2-2x+y^2+\frac{1}{2}y-7=0$।
72,বৃত্ত,0,"$C(0,\pm\sqrt{2}a)$, $x^2+y^2-ax-2a^2=0$",
73,বৃত্ত,0,"$x-2y+4=0$, $2x+y+3=0$",- \frac{1}{\sqrt{20}}y + \frac{17}{\sqrt{20}}=0}
74,বৃত্ত,0,$3x+4y-25=0$,2 + y^2 = 25/4
75,বৃত্ত,0,$x^2+\left(y-\frac{5}{3}\right)^2=\frac{25}{9}$,$\boxed{(x)^2+(y)^2=100}$
76,বৃত্ত,0,$\frac{\sqrt{6437}}{3}=26.74$ (প্রায়),
77,বৃত্ত,0,$(x-3)^2+(y-4)^2=4$ এবং $(x-3)^2+(y-4)^2=64$,1}{2}
78,বৃত্ত,0,$(x-5)^2+(y\pm\sqrt{21})^2=25$,(x-4)^2 + y^2 = 16।
79,বৃত্ত,0,$x^2+y^2-4x-2y+4=0$,2 + y^2 - 4x - 2y + 1 = 0।
80,বৃত্ত,0,"$AB=2\sqrt{5}$, $2\sqrt{5}$ বর্গ একক",6।
81,বৃত্ত,0,$(x-3)^2+(y-4)^2=4$,(x - 2)^2 + (y - 2)^2 = 1
82,বৃত্ত,0,$(x-4)^2+(y\pm5)^2=5^2$,(x-4)^2 + y^2 = 36}
83,বৃত্ত,0,$x-y\pm3\sqrt{2}=0$,", তাহলে আমি এটি নিম্নরূপ প্রকাশ করতে পারি।

বাক্সযুক্ত{y = x + 3}"
84,বৃত্ত,0,$x-y=0$ ও $x-y+12=0$,$y-2 = \pm \sqrt{18} (x+1)$
85,বৃত্ত,0,"$a=3,\frac{77}{9}$",83}{4}
86,বৃত্ত,0,$(x-13)^2+(y-13)^2=13^2$ এবং $(x-5)^2+(y-5)^2=5^2$,2 + y^2 = 65।
87,বৃত্ত,0,$r=3\sqrt{2}$,$\boxed{5}$
88,বৃত্ত,0,$x^2+y^2-8x-10y+1=0$,
89,বৃত্ত,0,$x^2+y^2=2a^2$,
90,বৃত্ত,0,$12x+5y=0$ এবং $5x-12y=0$,"$(x-5/2)^2 + (y+6)^2 = 169/4$
স্পর্শকের সমীকরণ: $2y+12 = -5x+25$"
91,বৃত্ত,0,"$c=4$, স্পর্শবিন্দু $=(2,0)$","2,0}"
92,বৃত্ত,0,"$x^2+y^2-4x-6y+9=0$, $0$","(x - 2)^2 + (y + 3)^2 = 25, 5}"
93,বৃত্ত,0,"$x+6y-9=0$, $6x-y-17=0$",+y-7 = \sqrt{122} - \sqrt{33}}
94,বৃত্ত,0,"$x^2+y^2-4x+2y+4=0$, $4x+3y=0$",$\boxed{(x - 1)^2 + y^2 = 4}$
95,বিন্যাস ও সমাবেশ,1,$68$ টি,68}
96,বিন্যাস ও সমাবেশ,0,$756$,105।
97,বিন্যাস ও সমাবেশ,0,"$n=12,\ r=3$",15}
98,বিন্যাস ও সমাবেশ,0,$36$,
99,বিন্যাস ও সমাবেশ,0,$3600$,30।
100,বিন্যাস ও সমাবেশ,0,$18720$,
101,বিন্যাস ও সমাবেশ,0,$4914000$,6।
102,বিন্যাস ও সমাবেশ,0,$3\times\frac{6!}{2!2!}$,"5040
বিন্যাসের সংখ্যা যেখানে প্রথম এবং শেষের অক্ষর একই: 240"
103,বিন্যাস ও সমাবেশ,0,$4315672$,2000
104,বিন্যাস ও সমাবেশ,0,$115$,7।
105,বিন্যাস ও সমাবেশ,0,$155$টি,15}
106,বিন্যাস ও সমাবেশ,0,$344$,1064।
107,বিন্যাস ও সমাবেশ,0,$476$,12}
108,বিন্যাস ও সমাবেশ,0,$200$,
109,বিন্যাস ও সমাবেশ,0,$276$,40}
110,বিন্যাস ও সমাবেশ,0,$99$,28}
111,বিন্যাস ও সমাবেশ,0,$126126$,
112,বিন্যাস ও সমাবেশ,0,"$1260$, $180$, $36$","9
স্বরবর্ণগুলো জোড়া স্থান দখল করার উপায়ের সংখ্যা: 9
মোট উপায়: 18"
113,বিন্যাস ও সমাবেশ,0,"$(i)\ 60$, $(ii)\ 60$",120}
114,বিন্যাস ও সমাবেশ,0,"$45360$, $630$",362616}{1}
115,বৃত্ত,0,"$\theta=1.4^c$, $20.73$ বর্গ সে.মি.","$\angle AOB$ এর ক্ষেত্রফল: $100(\pi - 1)$ বর্গ সেমি।
চাপ $AB$ এবং জ্যা $AB$ এর অন্তঃস্থিত ক্ষেত্রফল: $100(\pi - 1)$ বর্গ সেমি।"
116,ত্রিকোণমিতি,0,$2^n+\frac{1}{2^n}$,1}{4}
117,ত্রিকোণমিতি,0,$\cos(x+y)=\frac{a^2-b^2}{a^2+b^2}$,(a^2 + b^2) - 2}{2}
118,ত্রিকোণমিতি,0,"$c=\sqrt{6}$, $A=105^\circ$, $B=15^\circ$",3}-1}
120,ত্রিকোণমিতি,0,$3\tan3\theta$,
121,ত্রিকোণমিতি,0,$x=\frac{n\pi}{3}\pm\frac{\pi}{12}; \ n\in\mathbb{Z}$,5}
122,ত্রিকোণমিতি,0,$6.5$,40(\sin \frac{\pi}{72})^6}{1}}
123,ত্রিকোণমিতি,0,$\cos4\theta=\frac{1}{2}\left(x^4+\frac{1}{x^4}\right)$,1}{2}\left(x+\frac{1}{x}\right)^2}
124,ত্রিকোণমিতি,0,$-1$,1\theta}{\sin 20\theta}
125,ত্রিকোণমিতি,0,এরূপ কোন সমকোণী ত্রিভুজ সম্ভব নয়।,0।
126,ত্রিকোণমিতি,0,"$x=\frac{\pi}{8}, \frac{\pi}{3}, \frac{3\pi}{8}, \frac{2\pi}{3}, \frac{5\pi}{8}, \frac{7\pi}{8}$",
127,ত্রিকোণমিতি,1,$1$,1}
128,ত্রিকোণমিতি,0,$A+B+C=\pi$,
129,ত্রিকোণমিতি,0,"$A=90^\circ, \ B=30^\circ, \ C=60^\circ$",
130,ত্রিকোণমিতি,0,"$c=\sqrt{6}, \ B=75^\circ, \ A=45^\circ$",3}+\sqrt{11}}{2}
131,ত্রিকোণমিতি,0,$\theta=\frac{n\pi}{4}$ অথবা $\theta=\frac{n\pi}{3}+(-1)^n\frac{\pi}{18}$,-4 \pi k}{1}
132,ত্রিকোণমিতি,0,$x=2n\pi+\frac{7\pi}{12}$ এবং $x=2n\pi+\frac{\pi}{12}$,"Answer:
বক্সযুক্ত{\frac{\pi}{12}}"
134,ফাংশন,0,"ডোমেন $f=(-\infty,2)\cup(3,\infty)$ এবং রেঞ্জ $f=R$","0, \infty}"
135,ফাংশন,0,"ডোমেন $=\left[-\frac{1}{3},1\right]$; রেঞ্জ $=[0,\pi]$","$[-1, 1]$
রেঞ্জ: $[0, \pi]$"
136,ফাংশন,0,"$(gof^{-1})(x)=x^4+2x^2+3$, $(gof)^{-1}(x)=x-1$",$\boxed{\sqrt{x^2 + 1}}$ এবং $\boxed{\sqrt{x^2 + 1}}$।
137,ফাংশন,0,$\frac{2+x}{3+2x}$,2+x}{2+x}
138,ফাংশন,0,$2\pi$,"(-\frac{\pi}{2}, \frac{\pi}{2}) \cup (\frac{\pi}{2}, \frac{3\pi}{2}) \cup (\frac{3\pi}{2}, \frac{5\pi}{2}) \cup \ldots}"
139,ফাংশন,0,"$f^{-1}(x)=\frac{3-x}{x-1}$, ডোমেন $=R-\{1\}$, রেঞ্জ $=R-\{-1\}$",-3 + \sqrt{17}}{2} - 1 এবং \frac{-3 - \sqrt{17}}{2} - 1
140,ফাংশন,0,"ডোমেন $=R$, রেঞ্জ $=[3,\infty)$, সর্বনিম্ন মান $=3$, $x$ অক্ষ হতে কর্তিত অংশ $=0$, $y$ অক্ষ হতে কর্তিত অংশ $=7$",
142,ফাংশন,1,"$(gof)(2)=19$, $(fog)(2)=5$","$(gof)(2) = 19$
$(fog)(2) = 5$"
144,ফাংশন,0,"রেঞ্জ $=\{7,3,1\}$, ফাংশনটি এক এক নয়",
145,ফাংশন,1,"ডোমেন $=\{1,2,3,4\}$; রেঞ্জ $=\{2,3,4,5\}$","$\boxed{\{1, 2, 3, 4\}}$
রেঞ্জ: $\boxed{\{2, 3, 4, 5\}}$"
147,অন্তরীকরণ,0,$\frac{dy}{dx}=-\frac{y^2+xy+x}{x\{1+(x+y)\ln x\}}$,-yx^{-y-1} - 1}{x - 1}
148,অন্তরীকরণ,0,$12$,
149,অন্তরীকরণ,1,$y_2(0)=1$,1।
150,অন্তরীকরণ,0,$0$,
151,অন্তরীকরণ,0,$\frac{1}{2}$,1}{2}}
152,অন্তরীকরণ,0,"$f_{max}=-3$, $f_{min}=-128$",1087}{32}
153,অন্তরীকরণ,0,$\frac{dy}{dx}=\frac{2(x+y)\cos(x+y)^2}{1-2(x+y)\cos(x+y)^2}$,2(x)\cos^2(y) + 2\sin(x)\cos(x)\sin(y) + \cos^2(x)\sin^2(y) + x^2 + 2xy + y^2
154,অন্তরীকরণ,0,$e^{21}$,
155,অন্তরীকরণ,0,$1$,"39: $\frac{dy}{dx} = \frac{9t^2 - 1}{2t(1 - t^4)}$

ধাপ 40: এটি হল $\frac{dy}{dx}$ এর চূড়ান্ত ফলাফল।"
156,অন্তরীকরণ,0,অস্তিত্বহীন হবে,0।
158,অন্তরীকরণ,0,$\frac{1}{16}$,-\frac{1}{8}}
159,অন্তরীকরণ,0,$\frac{3}{2}$,1।
160,অন্তরীকরণ,0,$\frac{dy}{dx}=1-\frac{y}{x(1+\ln x)}$,= \ln x}
161,অন্তরীকরণ,1,$\frac{1}{3}$,1}{3}
162,অন্তরীকরণ,0,$15.25^\circ$,$\boxed{\arccos(t^2)}$
163,অন্তরীকরণ,0,$3\cos3x$,3x
164,অন্তরীকরণ,0,"$t=3,\frac{1}{2}$; $t=1$; $t=\frac{1}{2}$",= 1
165,অন্তরীকরণ,1,"$(0,0)$ এবং $(-2a,0)$","$\boxed{(-2a, 0) এবং (0, 0)}$"
166,অন্তরীকরণ,0,$\frac{s^3}{2}$,0।
167,অন্তরীকরণ,0,"$\left(\frac{7}{2}, \sqrt{\frac{7}{2}}\right)$","$(4, 2)$।"
168,অন্তরীকরণ,0,$0$,
169,অন্তরীকরণ,0,$r=5.42cm$ এবং $h=10.84cm$,
170,অন্তরীকরণ,0,$k=\frac{1}{2}$,$\boxed{\frac{\pi}{2}}$।
171,অন্তরীকরণ,0,$2$,-2}
172,অন্তরীকরণ,0,$\frac{dy}{dx}=\frac{\ln\sin y+y\tan x}{\ln\cos x-x\cot y}$,
173,অন্তরীকরণ,0,$\frac{1}{2}\cdot\frac{1}{1+x^2}$,1+x^2}+1}
174,অন্তরীকরণ,0,"maximum value $=128$, minimum value $=0$",$\frac{48+\sqrt{1792}}{8}$
175,অন্তরীকরণ,0,$2xe^{x^2}+x^{x^2}(2x\ln x+x)$,1 + x^{2x^2} + \frac{x^{4x^2}}{2} + \frac{x^{4x^2}(x^{2x^4}-1)}{6} + \dotsb
176,অন্তরীকরণ,0,$-\frac{1}{b}$,-b^2}
177,অন্তরীকরণ,0,$a=8cm$,$\boxed{4\sqrt{2\sqrt{3}}}$
178,অন্তরীকরণ,0,$\frac{(\sqrt{1+x^2}-x)}{[1+(\sqrt{1+x^2}-x)^2][\sqrt{1+x^2}]}$,1+x^2}}{2x}
179,অন্তরীকরণ,0,$\frac{dy}{dx}=\frac{y}{x}$,0।
180,অন্তরীকরণ,0,$\cos x$,1}
181,অন্তরীকরণ,0,$\frac{dy}{dx}=\frac{e^{x+y}-e^x}{e^y-e^{x+y}}$,
182,অন্তরীকরণ,0,$e$,
183,অন্তরীকরণ,0,$-1$,
184,অন্তরীকরণ,0,$\frac{-x}{\sqrt{1-x^2}}$,
185,অন্তরীকরণ,1,$-8$,-8।
186,অন্তরীকরণ,0,$\frac{1}{2}\cdot(\sqrt{x})^{\sqrt{x}-1}\left(\frac{1}{2}\ln x+1\right)$,3}{2}}
187,অন্তরীকরণ,0,$\frac{x-1}{2}$,0।
188,অন্তরীকরণ,0,$1$,$\boxed{\frac{\pi}{4}}$
189,অন্তরীকরণ,0,$4$,$\boxed{81}$
190,অন্তরীকরণ,0,"$\left(1,\frac{7}{3}\right), \left(-1,\frac{5}{3}\right)$","$\boxed{(\frac{3\sqrt{3}}{2}, \frac{3\sqrt{3}}{2}), (-\frac{3\sqrt{3}}{2}, -\frac{3\sqrt{3}}{2})}$"
191,অন্তরীকরণ,0,"$(0,0), \left(\frac{4a}{3}, \frac{2a}{3}\sqrt[3]{4}\right)$","$\boxed{(0, 0)}$"
192,অন্তরীকরণ,0,$\frac{\sec^2(2\sqrt{x})}{2\sqrt{x}(\tan(2\sqrt{x}))^{\frac{1}{2}}}$,1}{2}\sin(4x)।
193,অন্তরীকরণ,0,$(\log_a e)\frac{1}{x}$,
194,অন্তরীকরণ,1,$2$,$\boxed{2}$
195,অন্তরীকরণ,0,"$(3,0)$ ও $\left(\frac{7}{3}, \frac{4}{27}\right)$","3, 3}"
197,অন্তরীকরণ,0,$\frac{1}{1+x^2}$,
198,অন্তরীকরণ,0,$2\ln a$,
199,অন্তরীকরণ,0,$\frac{dy}{dx}=\frac{2x}{10y+\cos y}$,-\sin y}{10}
200,অন্তরীকরণ,1,"$\left(\frac{3}{2}, -\frac{1}{4}\right)$","$\boxed{(3/2, -1/4)}$"
201,অন্তরীকরণ,0,$\frac{1+x^2+\log x}{(\sqrt{1+x^2})^3}$,$\boxed{\log x}$
202,অন্তরীকরণ,0,$\frac{dy}{dx}=0$,$\boxed{\pi - \tan^{-1}\left(\frac{x^3 + e^{2x}}{x^2e^x - x^2}\right)}$।
203,অন্তরীকরণ,0,$\frac{1}{2}$,
204,অন্তরীকরণ,0,$k=\frac{1}{7\sqrt{3}}$,
205,অন্তরীকরণ,0,$\frac{dy}{dx}=\frac{y}{x}\left\{\frac{y-x\ln(y)}{x-y\ln(x)}\right\}$,
206,অন্তরীকরণ,0,$\frac{1}{\sqrt{1-x^2}}\left(\frac{\cos^{-1}x}{\sin^{-1}x}-\log(\sin^{-1}x)\right)$,
207,অন্তরীকরণ,0,"$(i)\ \frac{dy}{dx}=1+\frac{3}{2(x-1)}-\frac{3}{2(x+1)}$, $(ii)\ \frac{dy}{dx}=\frac{1}{2}$",2}
208,অন্তরীকরণ,0,$\cos y$,0।
209,অন্তরীকরণ,0,$\ln2$,(2)}
210,অন্তরীকরণ,0,$\frac{dy}{dx}=\frac{y\tan x+\ln(\sin y)}{\ln(\cos x)-x\cot y}$,", আমি সঠিক উত্তর দিতে পারি।"
211,অন্তরীকরণ,0,"$8,-4,8$",-3}{1}
212,অন্তরীকরণ,0,$\frac{1+x^2}{1-2x}$,
213,অন্তরীকরণ,0,"ক) $5e^x\left(\frac{1}{x}+\ln x\right)$, খ) $\frac{3}{1+x^2}$","$5e^x\ln x$ এর অন্তরক সহগ হল $5x$।
ফাংশন $\tan^{-1}\frac{3x-x^3}{1-3x^2}$ এর অন্তরক সহগ হল $\frac{9x^2 - 6x^4 + 3}{10x^4-6x^2+1}$।"
216,অন্তরীকরণ,0,$\frac{5}{3}x^{\frac{2}{3}}-\frac{4}{3}x^{-\frac{1}{3}}-\frac{1}{3}x^{-\frac{4}{3}}$,2(x-1)\sqrt[3]{x} + \frac{1}{3}(x-1)x^{-\frac{2}{3}}}{1}
217,অন্তরীকরণ,0,$(\tan x)^x\left\{\ln(\tan x)+\frac{x}{\sin x\cos x}\right\}+x^{\tan x}\left\{\frac{\tan x}{x}+\ln x.\sec^2x\right\}$,(\sin x) - x \ln(\cos x) + x^{\tan x}}{\sin x \cos x} (\cos(2x) + \ln x)
218,অন্তরীকরণ,0,$\frac{1}{2}$,
219,অন্তরীকরণ,1,$0$,0।
220,অন্তরীকরণ,0,$\frac{dy}{dx}=-\frac{y}{x}\cdot\frac{y+x\ln y}{x+y\ln x}$,
221,অন্তরীকরণ,0,"$\frac{1}{2}[3^ne^{3x}-r^ne^{3x}\cos(2x+n\theta)]$, $r=\sqrt{13}$, $\theta=\tan^{-1}\frac{2}{3}$",$2e^{3x} \cos(2x) + 6e^{3x} \sin x \cos x$
222,অন্তরীকরণ,0,$x=e$ এবং লঘুমান $=e$,"$(0, \infty)$।"
223,অন্তরীকরণ,0,$n\cos x$,0।
225,সমাকলন,0,$\frac{1}{a}\int_0^\infty\frac{dz}{z^2+\left(\sqrt{\frac{b}{a}}\right)^2}$,1}{2ab} \ln b}
226,সমাকলন,0,$\frac{9}{2}$ বর্গএকক,6\sqrt{2}}
227,সমাকলন,0,$\frac{2\pi}{3}-\frac{\sqrt{3}}{2}$,
228,সমাকলন,0,$\frac{x^{\ln(2)+1}}{\ln(2)+1}+c$,(2^{\ln x}) \ln x + C}
229,সমাকলন,0,$\tan x+\sec x+c$,1}{2} \sec x + C}
230,সমাকলন,0,$150.913$ (প্রায়),-188}
231,সমাকলন,0,$a^2\left(\frac{\pi}{2}-\frac{4}{3}\right)$,4}
232,সমাকলন,0,$\frac{5}{12}\pi+\frac{1-\sqrt{3}}{2}$,12}}
233,সমাকলন,0,$b=\frac{1}{2}$,
234,সমাকলন,0,"$(i)\ -\frac{1}{2}$, $(ii)\ \frac{1}{2}$",0
235,সমাকলন,0,$\frac{e^3}{4}-1$,4}
236,সমাকলন,0,$1$ বর্গ একক,4\pi}
237,সমাকলন,0,$\ln\frac{3}{2}$,0।
238,সমাকলন,0,$\frac{1}{2m}e^{m\tan^{-1}x}+\frac{e^{m\tan^{-1}x}}{2(m^2+4)}\{m\cos(2\tan^{-1}x)+2\sin(2\tan^{-1}x)\}+c$,$\boxed{\frac{1}{4}e^{m\tan^{-1}x}\cos^4\left(\tan^{-1}x\right) + C}$
239,সমাকলন,0,$\left(\frac{8}{3}\pi-3\sqrt{3}\right)a^2$,-1.5 * sqrt(3) |a|
240,সমাকলন,0,$\frac{4}{3}$ বর্গ একক,4\pi}
241,সমাকলন,0,$\frac{1}{\sqrt{2}}\tan^{-1}\left(\frac{x-\frac{1}{x}}{\sqrt{2}}\right)+c$,1}{x^2}\ln\left|\frac{x^2+1}{x^2}\right|+C
242,সমাকলন,0,$4.5\ sq.\ units$,
243,সমাকলন,0,$1-2e^{-1}$,
244,সমাকলন,0,$1$ বর্গ একক,3}}{4}
