id,ChapterName,label,expected_final_answer,predicted_final_answer
20,ভেক্টর,0,"$\vec{W}=-\frac{45}{29}\hat{i}+\frac{3}{29}\hat{j}+\frac{34}{29}\hat{k}$, $\frac{110}{\sqrt{3190}}$","$$
\frac{64}{\sqrt{1856}}
$$"
21,ভেক্টর,1,$\sqrt{299}$,$\sqrt{299}$
24,ভেক্টর,1,$a=5$,5
25,ভেক্টর,0,"$|\overrightarrow{AB}|=\sqrt{76}$, $\hat{a}=\frac{2\hat{i}-6\hat{j}+6\hat{k}}{\sqrt{76}}$",$ 2\sqrt{19} $
26,ভেক্টর,1,$\frac{1}{2}\sqrt{107}$,$\frac{\sqrt{107}}{2}$
27,ভেক্টর,1,$\theta=\cos^{-1}\left(\frac{2}{3}\right)$,$\cos^{-1}\left(\frac{2}{3}\right)$
28,ভেক্টর,0,$\pm\frac{1}{3}(2\hat{i}+\hat{j}-2\hat{k})$,"$$
\left( \frac{2}{3}, \frac{1}{3}, -\frac{2}{3} \right)
$$"
29,ভেক্টর,1,$\frac{\sqrt{3}+1}{4}$,$\frac{\sqrt{3} + 1}{4}$
30,ভেক্টর,1,সমকোণী ত্রিভুজ গঠন করা সম্ভব।,", সমকোণী ত্রিভুজ তৈরি করা সম্ভব।"
31,ভেক্টর,0,"$a=1, b=1$","$a = -\frac{1}{3},\ b = 1$"
32,ভেক্টর,0,$2\sqrt{61}$,$12\hat{i} + 6\hat{j} - 8\hat{k}$
33,সরলরেখা,0,$k=\pm5$,5
34,সরলরেখা,0,"$5+20\sqrt{3}$ বর্গ একক, $20\sqrt{3}-5$ বর্গ একক","$$
\boxed{\frac{25\sqrt{3}}{8}}
$$"
35,সরলরেখা,1,"$a=-5, b=-4$; $3x+6y+1=0$","$a = -5$, $b = -4$, এবং $AB$ সরলরেখার সমীকরণ হল $3x + 6y + 1 = 0$"
36,সরলরেখা,0,$x-2y+3=0$,$ y = \frac{1}{2}x + \frac{3}{2} $
37,সরলরেখা,0,$(y-2)=7(x-1)$ এবং $(y-2)=-\frac{1}{7}(x-1)$,$ 3x - 4y = 6 $ এবং $ x + 2y = 3 $
38,সরলরেখা,0,"$(6,-8)$","$ \left( \frac{5}{2}, -\frac{11}{4} \right) $"
39,সরলরেখা,0,"$\varphi=\sqrt{\frac{3\pm\sqrt{5}}{2}}$ বা, $\varphi=0.618$ (প্রায়) ও $1.618$ (প্রায়)","$$
\boxed{\sqrt{\frac{3 + \sqrt{5}}{2}}}
$$"
40,সরলরেখা,1,$x+3y-8\pm3\sqrt{10}=0$,$ x + 3y - 8 + 3\sqrt{10} = 0 $ এবং $ x + 3y - 8 - 3\sqrt{10} = 0 $
42,সরলরেখা,0,$3x-y=1$,"$$
x + y = \frac{13}{3}
$$"
43,সরলরেখা,0,$11x+3y-17=0$,$y = \frac{1}{2}x$
44,সরলরেখা,0,"$\pm\cot2\alpha$; $\alpha$, $\frac{\pi}{2}-\alpha$","$ \theta = 90^\circ - 2\alpha $, রেখাদ্বয় $ x $-অক্ষের সাথে তৈরি করে দুটি কোণ হলো $ \alpha $ এবং $ 90^\circ - \alpha $।"
45,সরলরেখা,1,$2$ একক,2
46,সরলরেখা,0,$x+y+2=0$,"$$
y = -\frac{7}{24}x + \frac{1}{2}
$$"
47,সরলরেখা,1,$135^{\circ}$,135°
48,সরলরেখা,0,$\frac{4}{3}$,"$$
\frac{8}{\sqrt{5}}
$$"
49,সরলরেখা,0,$(b^2+a^2)y-ac=0$,"$$
y = \frac{ac}{a^2 + b^2}
$$"
50,সরলরেখা,0,$7x-24y+359=0$,$ 4x - 3y + 53 = 0 $ এবং $ 4x - 3y - 7 = 0 $
51,সরলরেখা,1,"$(8,-5)$ অথবা $(-8,5)$","$(-8, 5)$"
52,সরলরেখা,0,$14x-21y-108=0$,$2x - 3y + c = 0$
53,সরলরেখা,1,"$(2-\sqrt{3})x+y=10-3\sqrt{3}$, $(2+\sqrt{3})x+y=10+3\sqrt{3}$",$(2 + \sqrt{3})x + y - 10 - 3\sqrt{3} = 0$ এবং $(2 - \sqrt{3})x + y - 10 + 3\sqrt{3} = 0$
54,সরলরেখা,0,"$y=2x+400$; $1,000$ টাকা",1000 টাকা
56,সরলরেখা,0,$ABCD$ ট্রাপিজিয়াম নয়।,", $ABCD$ একটি ট্রাপিজিয়াম।"
57,সরলরেখা,0,$\alpha=30^{\circ}$ অথবা $210^{\circ}$ এবং $p=-\frac{1}{\sqrt{3}}$ অথবা $\frac{1}{\sqrt{3}}$,"$\alpha = \frac{\pi}{3}$, $p = -\frac{\sqrt{3}}{3}$"
58,সরলরেখা,1,$\theta=\tan^{-1}\frac{7}{4}=60.255^{\circ}$,60.255°
59,সরলরেখা,0,$2x+11y-34=0$,$ y = -\frac{2}{11}x + \frac{34}{11} $
60,সরলরেখা,0,$12x+18y-129=0$,"$$
y = -\frac{2}{3}x + \frac{43}{6}
$$"
61,সরলরেখা,1,$k=\frac{8}{5}$,$\frac{8}{5}$
62,সরলরেখা,1,$3x^2-y^2=0$,$y = \pm \sqrt{3}x$
63,সরলরেখা,1,$5$,5
64,সরলরেখা,0,"$(5,2)$, $4\sqrt{5}$","$(-3, 6)$, লম্ব দূরত্ব: $4\sqrt{5}$"
65,সরলরেখা,1,$3x-y=0$,$ y - 3x = 0 $
67,সরলরেখা,0,$\sqrt{3}x+y=10$,"$$
\sqrt{3}x + y = \sqrt{2}
$$"
68,সরলরেখা,0,$x+y=9$ ও $x-y=1$,$x + y - 9 = 0$
69,সরলরেখা,0,"$(6,5)$","$$
\left( \frac{11}{2} - \frac{1}{2\sqrt{2}}, \frac{11}{2} + \frac{1}{2\sqrt{2}} \right)
$$"
70,সরলরেখা,1,$32$ বর্গ একক,32
71,বৃত্ত,0,$x^2+y^2-8x+7y-3=0$,"$$
(x - 1)^2 + \left(y - \frac{1}{2}\right)^2 = \frac{25}{4}
$$"
72,বৃত্ত,0,"$C(0,\pm\sqrt{2}a)$, $x^2+y^2-ax-2a^2=0$","$C$ এর স্থানাঙ্ক: $(c, 0)$  
$ABC$ বৃত্তের সমীকরণ: $(x - h)^2 + y^2 = r^2$"
73,বৃত্ত,0,"$x-2y+4=0$, $2x+y+3=0$",$y = \frac{1}{2}x + 2$
74,বৃত্ত,0,$3x+4y-25=0$,$y = \frac{4}{3}x$
75,বৃত্ত,0,$x^2+\left(y-\frac{5}{3}\right)^2=\frac{25}{9}$,"$$
(x - 2)^2 + (y - 3)^2 = 9
$$"
76,বৃত্ত,0,$\frac{\sqrt{6437}}{3}=26.74$ (প্রায়),"$$
\frac{\sqrt{75458}}{3}
$$"
77,বৃত্ত,1,$(x-3)^2+(y-4)^2=4$ এবং $(x-3)^2+(y-4)^2=64$,$(x - 3)^2 + (y - 4)^2 = 4$ এবং $(x - 3)^2 + (y - 4)^2 = 64$
78,বৃত্ত,0,$(x-5)^2+(y\pm\sqrt{21})^2=25$,"$$
(x - 5)^2 + y^2 = 4
$$"
79,বৃত্ত,0,$x^2+y^2-4x-2y+4=0$,
80,বৃত্ত,0,"$AB=2\sqrt{5}$, $2\sqrt{5}$ বর্গ একক",$2\sqrt{5}$
81,বৃত্ত,0,$(x-3)^2+(y-4)^2=4$,
82,বৃত্ত,0,$(x-4)^2+(y\pm5)^2=5^2$,"$$
(x - 5)^2 + (y \pm \sqrt{33})^2 = 34
$$"
83,বৃত্ত,0,$x-y\pm3\sqrt{2}=0$,$ y = x + 3\sqrt{2} $ এবং $ y = x - 3\sqrt{2} $
84,বৃত্ত,0,$x-y=0$ ও $x-y+12=0$,$y = x + 2\sqrt{2}$ এবং $y = -x - 2\sqrt{2}$
85,বৃত্ত,0,"$a=3,\frac{77}{9}$","$$
a = \frac{104 \pm 2\sqrt{631}}{18}
$$"
86,বৃত্ত,0,$(x-13)^2+(y-13)^2=13^2$ এবং $(x-5)^2+(y-5)^2=5^2$,"$$
(x - 5)^2 + (y - 5)^2 = 25
$$"
87,বৃত্ত,1,$r=3\sqrt{2}$,$3\sqrt{2}$
88,বৃত্ত,0,$x^2+y^2-8x-10y+1=0$,"$$
(x - 4)^2 + (y - 5)^2 = 40
$$"
89,বৃত্ত,0,$x^2+y^2=2a^2$,$x^2 + y^2 = a^2$
90,বৃত্ত,0,$12x+5y=0$ এবং $5x-12y=0$,"$12x + 5y = 0$  
মূল বিন্দুতে স্পর্শকের সমীকরণ: অসম্ভব (মূল বিন্দু বৃত্তের বাইরে অবস্থিত)"
91,বৃত্ত,1,"$c=4$, স্পর্শবিন্দু $=(2,0)$","$c = 4$, স্পর্শবিন্দুর স্থানাঙ্ক $ (2, 0) $।"
92,বৃত্ত,0,"$x^2+y^2-4x-6y+9=0$, $0$","$(x - 2)^2 + (y - 3)^2 = 4$  
$y$-অক্ষে কর্তিত জ্যার দৈর্ঘ্য: $0$"
93,বৃত্ত,0,"$x+6y-9=0$, $6x-y-17=0$","$ y = -\frac{1}{6}x + \frac{3}{2} $  
অভিলম্বের সমীকরণ: $ y = 6x - 17 $"
94,বৃত্ত,0,"$x^2+y^2-4x+2y+4=0$, $4x+3y=0$","$(x - 2)^2 + (y + 1)^2 = 1$  
মূলবিন্দু দিয়ে গমনকারী অপর স্পর্শকটির সমীকরণ: $y = -\frac{1}{2}x$"
95,বিন্যাস ও সমাবেশ,0,$68$ টি,32
96,বিন্যাস ও সমাবেশ,1,$756$,756
97,বিন্যাস ও সমাবেশ,1,"$n=12,\ r=3$","$ n = 12 $, $ r = 3 $"
98,বিন্যাস ও সমাবেশ,1,$36$,36
99,বিন্যাস ও সমাবেশ,1,$3600$,3600
100,বিন্যাস ও সমাবেশ,0,$18720$,40200
101,বিন্যাস ও সমাবেশ,0,$4914000$,11! / (2! * 2!) = 4989600
102,বিন্যাস ও সমাবেশ,1,$3\times\frac{6!}{2!2!}$,360
103,বিন্যাস ও সমাবেশ,0,$4315672$,7654321
104,বিন্যাস ও সমাবেশ,1,$115$,115
105,বিন্যাস ও সমাবেশ,0,$155$টি,84
106,বিন্যাস ও সমাবেশ,1,$344$,344
107,বিন্যাস ও সমাবেশ,0,$476$,
108,বিন্যাস ও সমাবেশ,0,$200$,210
109,বিন্যাস ও সমাবেশ,0,$276$,46
110,বিন্যাস ও সমাবেশ,0,$99$,0
111,বিন্যাস ও সমাবেশ,0,$126126$,756756
112,বিন্যাস ও সমাবেশ,0,"$1260$, $180$, $36$","1260, 12, 12"
113,বিন্যাস ও সমাবেশ,0,"$(i)\ 60$, $(ii)\ 60$","60, 70"
114,বিন্যাস ও সমাবেশ,0,"$45360$, $630$",90
115,বৃত্ত,0,"$\theta=1.4^c$, $20.73$ বর্গ সে.মি.",20.73 সেমি²
116,ত্রিকোণমিতি,1,$2^n+\frac{1}{2^n}$,"$$
\boxed{\left(\frac{1}{2}\right)^n + 2^n}
$$"
117,ত্রিকোণমিতি,0,$\cos(x+y)=\frac{a^2-b^2}{a^2+b^2}$,0
118,ত্রিকোণমিতি,0,"$c=\sqrt{6}$, $A=105^\circ$, $B=15^\circ$","$ A = \cos^{-1}\left(\frac{1}{6}\right) $, $ B = \cos^{-1}\left(\frac{5}{6}\right) $, $ c = \sqrt{6} $"
120,ত্রিকোণমিতি,0,$3\tan3\theta$,"$$
\tan 3\theta
$$"
121,ত্রিকোণমিতি,0,$x=\frac{n\pi}{3}\pm\frac{\pi}{12}; \ n\in\mathbb{Z}$,"$$
x = \frac{\pi}{6} + k\pi, \quad k \in \mathbb{Z}
$$"
122,ত্রিকোণমিতি,1,$6.5$,"$$
\frac{13}{2}
$$"
123,ত্রিকোণমিতি,1,$\cos4\theta=\frac{1}{2}\left(x^4+\frac{1}{x^4}\right)$,"$$
\boxed{\frac{1}{2}\left(x^4 + \frac{1}{x^4}\right)}
$$"
124,ত্রিকোণমিতি,0,$-1$,"$$
\boxed{1}
$$"
125,ত্রিকোণমিতি,0,এরূপ কোন সমকোণী ত্রিভুজ সম্ভব নয়।,"$$
\theta = \frac{\pi}{6} - \tan^{-1}(2)
$$"
126,ত্রিকোণমিতি,0,"$x=\frac{\pi}{8}, \frac{\pi}{3}, \frac{3\pi}{8}, \frac{2\pi}{3}, \frac{5\pi}{8}, \frac{7\pi}{8}$","$$
\boxed{\frac{\pi}{4}, \frac{3\pi}{4}}
$$"
127,ত্রিকোণমিতি,1,$1$,1
128,ত্রিকোণমিতি,1,$A+B+C=\pi$,$A + B + C = \pi$
129,ত্রিকোণমিতি,0,"$A=90^\circ, \ B=30^\circ, \ C=60^\circ$","$ A = 3x $, $ B = x $, $ C = 180^\circ - 4x $"
130,ত্রিকোণমিতি,1,"$c=\sqrt{6}, \ B=75^\circ, \ A=45^\circ$","$ c = \sqrt{6} $, $ A = 45^\circ $, $ B = 75^\circ $"
131,ত্রিকোণমিতি,0,$\theta=\frac{n\pi}{4}$ অথবা $\theta=\frac{n\pi}{3}+(-1)^n\frac{\pi}{18}$,"$$
\theta = \frac{\pi}{18} + \frac{2n\pi}{3}, \quad \theta = \frac{5\pi}{18} + \frac{2n\pi}{3}, \quad \theta = \frac{n\pi}{4}
$$"
132,ত্রিকোণমিতি,1,$x=2n\pi+\frac{7\pi}{12}$ এবং $x=2n\pi+\frac{\pi}{12}$,"$$
x = \frac{\pi}{12} + 2n\pi \quad \text{বা} \quad x = \frac{7\pi}{12} + 2n\pi, \quad n \in \mathbb{Z}
$$"
134,ফাংশন,0,"ডোমেন $f=(-\infty,2)\cup(3,\infty)$ এবং রেঞ্জ $f=R$","$(-\infty, 2) \cup (3, \infty)$, রেঞ্জ: $(-\infty, \infty)$"
135,ফাংশন,0,"ডোমেন $=\left[-\frac{1}{3},1\right]$; রেঞ্জ $=[0,\pi]$","$ -\frac{1}{3} < x \leq 1 $, রেঞ্জ: $ [0, \pi] $"
136,ফাংশন,1,"$(gof^{-1})(x)=x^4+2x^2+3$, $(gof)^{-1}(x)=x-1$","$ (gof^{-1})(x) = x^4 + 2x^2 + 3 $, $ (gof)^{-1}(x) = x - 1 $"
137,ফাংশন,1,$\frac{2+x}{3+2x}$,"$$
\frac{x+2}{2x+3}
$$"
138,ফাংশন,0,$2\pi$,$ \pi $
139,ফাংশন,0,"$f^{-1}(x)=\frac{3-x}{x-1}$, ডোমেন $=R-\{1\}$, রেঞ্জ $=R-\{-1\}$","$$ f^{-1}(x) = \frac{3 - x}{x - 1}, \quad \text{ডোমেন: } x \in \mathbb{R} \setminus \{1\}, \quad \text{রেঞ্জ: } \mathbb{R} $$"
140,ফাংশন,0,"ডোমেন $=R$, রেঞ্জ $=[3,\infty)$, সর্বনিম্ন মান $=3$, $x$ অক্ষ হতে কর্তিত অংশ $=0$, $y$ অক্ষ হতে কর্তিত অংশ $=7$","$(-\infty, \infty)$, রেঞ্জ: $[3, \infty)$, সিমেট্রিক লাইন: $x = 2$, সর্বনিম্ন মান: $3$, $x$-অক্ষ হতে কর্তিত অংশ: নেই, $y$-অক্ষ হতে কর্তিত অংশ: $(0, 7)$।"
142,ফাংশন,1,"$(gof)(2)=19$, $(fog)(2)=5$","19, 5"
144,ফাংশন,1,"রেঞ্জ $=\{7,3,1\}$, ফাংশনটি এক এক নয়","$ \{1, 3, 7\} $, এটি এক-এক ফাংশন নয়।"
145,ফাংশন,1,"ডোমেন $=\{1,2,3,4\}$; রেঞ্জ $=\{2,3,4,5\}$","$ \{1, 2, 3, 4\} $, রেঞ্জ: $ \{2, 3, 4, 5\} $"
147,অন্তরীকরণ,0,$\frac{dy}{dx}=-\frac{y^2+xy+x}{x\{1+(x+y)\ln x\}}$,"$$
\frac{dy}{dx} = \frac{-y x^{-y - 1} - 1}{1 - x^{-y}}
$$"
148,অন্তরীকরণ,0,$12$,$$ y = 4e^x + 9e^{-x} $$
149,অন্তরীকরণ,1,$y_2(0)=1$,1
150,অন্তরীকরণ,1,$0$,0
151,অন্তরীকরণ,1,$\frac{1}{2}$,"$$
\frac{1}{2}
$$"
152,অন্তরীকরণ,1,"$f_{max}=-3$, $f_{min}=-128$","$-3$, সর্বনিম্ন মান: $-128$"
153,অন্তরীকরণ,0,$\frac{dy}{dx}=\frac{2(x+y)\cos(x+y)^2}{1-2(x+y)\cos(x+y)^2}$,$ 2 \sin(x+y) \cos(x+y) (1 + \frac{dy}{dx}) $
154,অন্তরীকরণ,1,$e^{21}$,$e^{21}$
155,অন্তরীকরণ,1,$1$,1
156,অন্তরীকরণ,0,অস্তিত্বহীন হবে,
158,অন্তরীকরণ,0,$\frac{1}{16}$,"$$
-\frac{5}{32}
$$"
159,অন্তরীকরণ,1,$\frac{3}{2}$,"$$
\frac{3}{2}
$$"
160,অন্তরীকরণ,0,$\frac{dy}{dx}=1-\frac{y}{x(1+\ln x)}$,"$$
\frac{dy}{dx} = \frac{\ln x + \frac{x - y}{x}}{1 + \ln x}
$$"
161,অন্তরীকরণ,1,$\frac{1}{3}$,"$$
\frac{1}{3}
$$"
162,অন্তরীকরণ,0,$15.25^\circ$,"$$
\theta = \cos^{-1}\left(\frac{11}{\sqrt{130}}\right)
$$"
163,অন্তরীকরণ,1,$3\cos3x$,$ 3\cos(3x) $
164,অন্তরীকরণ,0,"$t=3,\frac{1}{2}$; $t=1$; $t=\frac{1}{2}$","$ t = \frac{1}{2}, 3 $"
165,অন্তরীকরণ,0,"$(0,0)$ এবং $(-2a,0)$","$$
(-a, a), (-a, -a)
$$"
166,অন্তরীকরণ,0,$\frac{s^3}{2}$,$\frac{s^2}{6}$
167,অন্তরীকরণ,0,"$\left(\frac{7}{2}, \sqrt{\frac{7}{2}}\right)$","$ \left( \frac{7}{2}, \frac{\sqrt{14}}{2} \right) $"
168,অন্তরীকরণ,1,$0$,0
169,অন্তরীকরণ,0,$r=5.42cm$ এবং $h=10.84cm$,"$$
h = 2\sqrt[3]{\frac{500}{\pi}}, \quad r = \sqrt[3]{\frac{500}{\pi}}
$$"
170,অন্তরীকরণ,1,$k=\frac{1}{2}$,$\frac{1}{2}$
171,অন্তরীকরণ,1,$2$,2
172,অন্তরীকরণ,0,$\frac{dy}{dx}=\frac{\ln\sin y+y\tan x}{\ln\cos x-x\cot y}$,"$$
\frac{dy}{dx} = \frac{\ln(\sin y) + y \tan x}{\ln(\cos x) - x \cot y}
$$"
173,অন্তরীকরণ,0,$\frac{1}{2}\cdot\frac{1}{1+x^2}$,"$$
\frac{dy}{dx} = \frac{1}{x}
$$"
174,অন্তরীকরণ,1,"maximum value $=128$, minimum value $=0$","128, ক্ষুদ্রতম মান: 0"
175,অন্তরীকরণ,1,$2xe^{x^2}+x^{x^2}(2x\ln x+x)$,$ 2x e^{x^2} + x^{x^2} (2x \ln x + x) $
176,অন্তরীকরণ,1,$-\frac{1}{b}$,"$$
-\frac{1}{b}
$$"
177,অন্তরীকরণ,1,$a=8cm$,8
178,অন্তরীকরণ,0,$\frac{(\sqrt{1+x^2}-x)}{[1+(\sqrt{1+x^2}-x)^2][\sqrt{1+x^2}]}$,"$$
\frac{dy}{dx} = \frac{1}{1 + (\sqrt{1+x^2} - x)^2}
$$"
179,অন্তরীকরণ,0,$\frac{dy}{dx}=\frac{y}{x}$,1
180,অন্তরীকরণ,0,$\cos x$,"$$
\frac{\cos x}{n}
$$"
181,অন্তরীকরণ,1,$\frac{dy}{dx}=\frac{e^{x+y}-e^x}{e^y-e^{x+y}}$,"$$
\frac{dy}{dx} = \frac{e^{x+y} - e^x}{e^y - e^{x+y}}
$$"
182,অন্তরীকরণ,1,$e$,$e$
183,অন্তরীকরণ,1,$-1$,"$$
\boxed{-1}
$$"
184,অন্তরীকরণ,1,$\frac{-x}{\sqrt{1-x^2}}$,"$$
\frac{-x}{\sqrt{1 - x^2}}
$$"
185,অন্তরীকরণ,1,$-8$,-8
186,অন্তরীকরণ,0,$\frac{1}{2}\cdot(\sqrt{x})^{\sqrt{x}-1}\left(\frac{1}{2}\ln x+1\right)$,"$$
\boxed{(\sqrt{x})^{\sqrt{x}} \left( \frac{\ln x}{4\sqrt{x}} + \frac{1}{2\sqrt{x}} \right)}
$$"
187,অন্তরীকরণ,0,$\frac{x-1}{2}$,$-\frac{1}{2}(1-x)$
188,অন্তরীকরণ,1,$1$,1
189,অন্তরীকরণ,1,$4$,4
190,অন্তরীকরণ,1,"$\left(1,\frac{7}{3}\right), \left(-1,\frac{5}{3}\right)$","$$ \left(1, \frac{7}{3}\right) \text{ এবং } \left(-1, \frac{5}{3}\right) $$"
191,অন্তরীকরণ,0,"$(0,0), \left(\frac{4a}{3}, \frac{2a}{3}\sqrt[3]{4}\right)$","$$
(0, 0) \text{ এবং } \left(\frac{4a}{3}, \frac{2a}{3}\right)
$$"
192,অন্তরীকরণ,1,$\frac{\sec^2(2\sqrt{x})}{2\sqrt{x}(\tan(2\sqrt{x}))^{\frac{1}{2}}}$,"$$
\frac{\sec^2(2\sqrt{x})}{2\sqrt{x} \cdot \sqrt{\tan2\sqrt{x}}}
$$"
193,অন্তরীকরণ,0,$(\log_a e)\frac{1}{x}$,"$$
\frac{1}{x \ln a}
$$"
194,অন্তরীকরণ,1,$2$,2
195,অন্তরীকরণ,1,"$(3,0)$ ও $\left(\frac{7}{3}, \frac{4}{27}\right)$","$ (3, 0) $ এবং $ \left(\frac{7}{3}, \frac{4}{27}\right) $"
197,অন্তরীকরণ,1,$\frac{1}{1+x^2}$,"$$
\frac{1}{1 + x^2}
$$"
198,অন্তরীকরণ,1,$2\ln a$,$2 \ln a$
199,অন্তরীকরণ,1,$\frac{dy}{dx}=\frac{2x}{10y+\cos y}$,"$$
\frac{dy}{dx} = \frac{2x}{10y + \cos y}
$$"
200,অন্তরীকরণ,1,"$\left(\frac{3}{2}, -\frac{1}{4}\right)$","$$ \left( \frac{3}{2}, -\frac{1}{4} \right) $$"
201,অন্তরীকরণ,1,$\frac{1+x^2+\log x}{(\sqrt{1+x^2})^3}$,"$$
\frac{1 + x^2 + \log x}{(1 + x^2)^{3/2}}
$$"
202,অন্তরীকরণ,0,$\frac{dy}{dx}=0$,$\frac{\pi}{2}$
203,অন্তরীকরণ,1,$\frac{1}{2}$,"$$
\frac{1}{2}
$$"
204,অন্তরীকরণ,1,$k=\frac{1}{7\sqrt{3}}$,"$$
\frac{1}{7\sqrt{3}}
$$"
205,অন্তরীকরণ,0,$\frac{dy}{dx}=\frac{y}{x}\left\{\frac{y-x\ln(y)}{x-y\ln(x)}\right\}$,"$$
\frac{dy}{dx} = \frac{\ln y - \frac{y}{x}}{\ln x - \frac{x}{y}}
$$"
206,অন্তরীকরণ,1,$\frac{1}{\sqrt{1-x^2}}\left(\frac{\cos^{-1}x}{\sin^{-1}x}-\log(\sin^{-1}x)\right)$,"$$
\frac{1}{\sqrt{1 - x^2}} \left( \frac{\cos^{-1}x}{\sin^{-1}x} - \log(\sin^{-1}x) \right)
$$"
207,অন্তরীকরণ,0,"$(i)\ \frac{dy}{dx}=1+\frac{3}{2(x-1)}-\frac{3}{2(x+1)}$, $(ii)\ \frac{dy}{dx}=\frac{1}{2}$","(i) $ \frac{dy}{dx} = 1 + \frac{3}{x^2 - 1} $  
(ii) $ \frac{dy}{dx} = \frac{1}{2} $"
208,অন্তরীকরণ,1,$\cos y$,"$$
\cos(y)
$$"
209,অন্তরীকরণ,1,$\ln2$,$\ln(2)$
210,অন্তরীকরণ,0,$\frac{dy}{dx}=\frac{y\tan x+\ln(\sin y)}{\ln(\cos x)-x\cot y}$,"$$
\frac{dy}{dx} = \frac{\ln(\sin y) + y \tan x}{\ln(\cos x) - x \cdot \frac{\cos y}{\sin y}}
$$"
211,অন্তরীকরণ,1,"$8,-4,8$","8, -4, 8"
212,অন্তরীকরণ,1,$\frac{1+x^2}{1-2x}$,"$$
\frac{1 + x^2}{1 - 2x}
$$"
213,অন্তরীকরণ,0,"ক) $5e^x\left(\frac{1}{x}+\ln x\right)$, খ) $\frac{3}{1+x^2}$",") $ 5e^x \left( \ln x + \frac{1}{x} \right) $  
খ) $ \frac{3 + 6x^2 + 3x^4}{(1 - 3x^2)^2 \left(1 + \left( \frac{3x - x^3}{1 - 3x^2} \right)^2 \right)} $"
216,অন্তরীকরণ,0,$\frac{5}{3}x^{\frac{2}{3}}-\frac{4}{3}x^{-\frac{1}{3}}-\frac{1}{3}x^{-\frac{4}{3}}$,"$$
\frac{(x-1)(5 - x)}{3x^{4/3}}
$$"
217,অন্তরীকরণ,1,$(\tan x)^x\left\{\ln(\tan x)+\frac{x}{\sin x\cos x}\right\}+x^{\tan x}\left\{\frac{\tan x}{x}+\ln x.\sec^2x\right\}$,$ \frac{dy}{dx} = (\tan x)^x \left[ \ln(\tan x) + \frac{x}{\sin x \cos x} \right] + x^{\tan x} \left[ \sec^2 x \cdot \ln x + \frac{\tan x}{x} \right] $
